,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
177,9,Samsung,27.0,K,2.5
178,7,Beko,50.0,bd.,2.5
179,9,Tefal,41.0,K,1.5
180,10,Dyson,52.0,M,1.5
181,8,Dyson,45.0,K,3.5
182,6,Beko,,K,0.0
183,8,Beko,44.0,bd.,2.5
184,4,Dyson,45.0,M,3.0
185,8,Electrolux,42.0,K,3.5
186,8,Dyson,32.0,K,3.0
187,8,Electrolux,25.0,K,2.5
188,10,Dyson,50.0,bd.,3.5
189,9,Beko,42.0,bd.,1.0
190,17,Dyson,59.0,M,3.5
191,3,Dyson,,K,2.0
192,9,Tefal,45.0,K,2.5
193,3,Beko,35.0,M,1.0
194,5,Beko,38.0,K,3.0
195,7,Dyson,42.0,K,3.5
196,2,Electrolux,39.0,K,2.0
197,8,Electrolux,48.0,M,3.5
198,7,Electrolux,33.0,bd.,2.0
199,7,Tefal,44.0,M,2.0
200,9,Samsung,32.0,bd.,2.0
201,6,Electrolux,38.0,bd.,2.5
202,9,Beko,36.0,bd.,2.5
203,6,Beko,,K,2.5
204,10,Beko,,K,3.5
205,4,Dyson,42.0,bd.,3.0
206,7,Electrolux,28.0,K,1.5
207,12,Beko,39.0,K,1.0
208,6,Electrolux,43.0,K,1.0
209,8,Beko,49.0,K,2.5
210,7,Beko,49.0,K,2.0
211,6,Beko,37.0,K,4.0
212,12,Dyson,41.0,bd.,3.0
213,8,Tefal,,bd.,2.5
214,9,Electrolux,,K,3.0
215,10,Dyson,43.0,K,2.5
216,10,Dyson,,K,2.0
217,6,Dyson,52.0,bd.,3.5
218,11,Beko,45.0,bd.,3.0
219,6,Dyson,34.0,K,2.0
220,6,Tefal,46.0,K,2.0
221,11,Electrolux,36.0,bd.,3.0
222,12,Beko,,K,3.0
223,8,Tefal,18.0,M,1.0
224,7,Beko,43.0,M,4.0
225,7,Electrolux,51.0,M,2.5
226,8,Dyson,56.0,K,2.0
227,5,Electrolux,42.0,bd.,2.5
228,7,Dyson,23.0,M,2.5
229,7,Tefal,25.0,M,1.0
230,6,Electrolux,,K,4.0
231,8,Tefal,64.0,M,5.0
232,10,Beko,34.0,M,3.0
233,2,Electrolux,32.0,K,3.5
234,4,Tefal,29.0,K,3.5
235,5,Dyson,,M,2.0
236,10,Beko,52.0,M,1.0
237,8,Dyson,56.0,K,2.0
238,6,Tefal,44.0,K,1.0
239,6,Beko,,K,2.0
240,12,Electrolux,26.0,bd.,1.5
241,9,Tefal,33.0,K,2.5
242,4,Electrolux,47.0,K,2.0
243,11,Beko,50.0,K,3.0
244,5,Dyson,26.0,K,2.5
245,11,Beko,41.0,M,3.5
246,10,Beko,46.0,K,1.5
247,9,Dyson,34.0,K,1.5
248,7,Tefal,46.0,bd.,2.5
249,10,Electrolux,46.0,K,1.5
250,7,Beko,46.0,M,2.5
251,6,Electrolux,46.0,bd.,0.0
252,7,Beko,49.0,M,3.0
253,9,Beko,33.0,K,3.5
254,5,Beko,38.0,M,1.0
255,14,Tefal,38.0,K,2.5
256,5,Beko,,bd.,2.5
257,11,Electrolux,25.0,bd.,2.0
258,3,Beko,40.0,M,2.5
259,4,Dyson,40.0,K,2.5
260,8,Electrolux,21.0,bd.,2.5
261,3,Electrolux,38.0,M,3.5
262,5,Beko,,bd.,2.5
263,6,Dyson,44.0,bd.,2.5
264,7,Dyson,55.0,K,2.5
265,6,Beko,40.0,bd.,2.5
266,13,Beko,19.0,bd.,3.5
267,10,Dyson,62.0,K,1.5
268,6,Dyson,22.0,K,3.5
269,9,Beko,33.0,bd.,1.0
270,9,Tefal,23.0,M,2.5
271,2,Samsung,,bd.,2.0
272,7,Electrolux,35.0,K,2.5
273,5,Beko,50.0,K,5.0
274,8,Dyson,53.0,K,2.0
275,9,Beko,56.0,K,3.5
276,5,Electrolux,35.0,K,2.0
277,4,Dyson,44.0,K,0.5
278,6,Electrolux,28.0,M,2.5
279,12,Electrolux,51.0,K,2.0
280,9,Dyson,42.0,K,2.5
281,5,Dyson,39.0,bd.,2.0
282,5,Electrolux,55.0,bd.,3.5
283,6,Electrolux,34.0,M,3.0
284,6,Dyson,38.0,bd.,3.0
285,5,Electrolux,51.0,K,3.0
286,4,Dyson,22.0,M,4.0
287,8,Beko,,M,0.5
288,5,Dyson,54.0,M,0.5
289,4,Electrolux,,K,1.5
290,9,Dyson,57.0,K,3.0
291,9,Electrolux,29.0,K,4.0
292,9,Dyson,,bd.,4.0
293,6,Electrolux,32.0,bd.,1.5
294,6,Dyson,40.0,M,3.5
295,11,Electrolux,,M,1.0
296,7,Beko,30.0,bd.,1.5
297,9,Electrolux,30.0,K,1.5
298,7,Dyson,63.0,K,3.5
299,14,Dyson,48.0,M,3.5
300,3,Beko,45.0,bd.,2.0
301,3,Dyson,19.0,bd.,0.5
302,4,Dyson,34.0,bd.,1.5
303,8,Dyson,28.0,bd.,1.5
304,5,Dyson,48.0,M,1.5
305,11,Electrolux,66.0,bd.,2.0
306,7,Dyson,55.0,bd.,1.5
307,10,Dyson,43.0,M,1.5
308,5,Electrolux,39.0,bd.,5.0
309,4,Dyson,41.0,K,2.5
310,3,Dyson,,K,2.5
311,14,Beko,37.0,K,1.0
312,8,Dyson,44.0,K,3.5
313,6,Beko,42.0,bd.,1.0
314,6,Beko,42.0,M,2.0
315,6,Electrolux,43.0,K,1.5
316,3,Beko,52.0,K,3.0
317,6,Beko,48.0,bd.,1.0
318,6,Electrolux,34.0,bd.,3.5
319,12,Dyson,29.0,bd.,2.5
320,4,Electrolux,44.0,K,1.5
321,7,Electrolux,37.0,K,3.0
322,2,Beko,35.0,K,2.0
323,7,Electrolux,,bd.,2.5
324,5,Dyson,36.0,bd.,1.0
325,4,Electrolux,36.0,K,2.5
326,11,Electrolux,46.0,bd.,4.5
327,7,Electrolux,,K,2.5
328,1,Dyson,49.0,M,2.5
329,9,Samsung,28.0,bd.,1.0
330,2,Beko,41.0,K,4.5
331,1,Dyson,43.0,K,2.5
332,9,Tefal,46.0,M,4.0
333,8,Electrolux,46.0,bd.,2.0
334,4,Electrolux,36.0,bd.,3.5
335,4,Samsung,27.0,K,1.5
336,11,Tefal,,K,2.5
337,5,Beko,55.0,M,2.0
338,7,Beko,50.0,K,3.0
339,6,Beko,42.0,K,2.0
340,6,Electrolux,44.0,M,2.5
341,2,Tefal,,K,1.5
342,3,Beko,56.0,bd.,3.0
343,6,Electrolux,35.0,M,4.5
344,9,Samsung,39.0,K,4.5
345,5,Dyson,24.0,K,3.0
346,8,Dyson,43.0,M,2.5
347,9,Beko,37.0,K,1.5
348,12,Beko,27.0,bd.,3.5
349,6,Dyson,45.0,bd.,1.0
350,7,Beko,36.0,K,4.5
351,5,Tefal,20.0,K,2.0
352,8,Beko,48.0,K,3.0
353,6,Beko,42.0,K,2.5
354,5,Beko,37.0,bd.,3.0
355,9,Electrolux,20.0,bd.,4.5
356,4,Dyson,50.0,bd.,1.0
357,11,Beko,56.0,K,4.0
358,6,Beko,45.0,K,2.5
359,6,Dyson,47.0,K,4.0
360,3,Electrolux,42.0,bd.,3.0
361,6,Dyson,41.0,K,0.5
362,8,Tefal,33.0,K,2.0
363,7,Dyson,45.0,bd.,2.5
364,3,Electrolux,,M,3.5
365,3,Dyson,38.0,K,1.0
366,12,Samsung,44.0,K,1.5
367,10,Electrolux,,bd.,1.0
368,7,Electrolux,34.0,K,3.0
369,3,Dyson,37.0,K,2.0
370,8,Beko,21.0,K,1.0
371,7,Electrolux,38.0,bd.,1.5
372,8,Dyson,27.0,bd.,4.5
373,7,Beko,36.0,bd.,2.0
374,6,Beko,,bd.,1.0
375,4,Beko,,M,1.0
376,11,Electrolux,32.0,K,4.0
377,6,Electrolux,43.0,K,2.5
378,5,Beko,44.0,M,3.0
379,8,Dyson,40.0,K,3.5
380,8,Beko,30.0,K,2.5
381,7,Dyson,18.0,M,2.5
382,8,Dyson,34.0,K,2.5
383,11,Dyson,,bd.,3.5
384,10,Beko,47.0,M,3.5
385,6,Samsung,41.0,K,1.5
386,8,Electrolux,48.0,K,1.5
387,5,Electrolux,34.0,M,1.5
388,4,Electrolux,42.0,bd.,2.0
389,3,Beko,30.0,bd.,1.5
390,8,Samsung,51.0,bd.,1.5
391,3,Beko,39.0,M,2.0
392,8,Electrolux,40.0,M,2.5
393,9,Beko,36.0,M,3.5
394,7,Beko,29.0,K,4.5
395,5,Beko,53.0,K,4.0
396,2,Beko,54.0,K,2.0
397,5,Dyson,51.0,bd.,3.0
398,8,Beko,,bd.,2.5
399,7,Dyson,,bd.,2.5
400,6,Electrolux,37.0,M,2.5
401,7,Beko,,M,3.0
402,7,Dyson,49.0,K,1.5
403,5,Tefal,38.0,K,1.5
404,7,Electrolux,37.0,K,1.5
405,5,Beko,47.0,K,1.5
406,7,Dyson,30.0,bd.,2.5
407,7,Dyson,21.0,M,1.0
408,10,Dyson,40.0,K,4.0
409,15,Dyson,36.0,K,1.5
410,10,Beko,45.0,M,1.0
411,4,Dyson,40.0,K,1.0
412,3,Electrolux,47.0,K,3.0
413,10,Dyson,53.0,M,0.0
414,7,Beko,,K,5.0
415,9,Beko,41.0,M,2.0
416,10,Beko,38.0,M,1.5
417,7,Tefal,35.0,bd.,3.0
418,8,Electrolux,38.0,K,2.5
419,5,Tefal,61.0,bd.,3.0
420,5,Electrolux,28.0,M,2.0
421,7,Beko,35.0,K,2.5
422,4,Dyson,50.0,K,3.5
423,7,Beko,,K,3.5
424,6,Dyson,37.0,bd.,3.0
425,5,Tefal,26.0,bd.,5.0
426,8,Beko,35.0,K,1.5
427,7,Dyson,48.0,bd.,2.5
428,4,Dyson,53.0,M,1.0
429,9,Beko,62.0,bd.,2.5
430,9,Dyson,28.0,M,2.0
431,9,Dyson,40.0,K,0.5
432,10,Electrolux,32.0,bd.,2.0
433,4,Tefal,21.0,bd.,3.5
434,7,Electrolux,42.0,K,3.0
435,7,Electrolux,38.0,K,2.5
436,6,Electrolux,33.0,K,3.0
437,10,Electrolux,,bd.,2.0
438,13,Samsung,45.0,M,2.0
439,10,Beko,28.0,K,5.0
440,6,Dyson,,K,3.0
441,8,Dyson,56.0,M,4.5
442,9,Tefal,45.0,bd.,2.0
443,5,Beko,27.0,K,5.0
444,6,Beko,,K,2.5
445,10,Beko,,K,3.0
446,5,Tefal,36.0,bd.,2.0
447,8,Beko,21.0,K,2.0
448,9,Dyson,,bd.,1.0
449,8,Tefal,29.0,bd.,2.5
450,3,Electrolux,27.0,K,4.0
451,8,Dyson,41.0,bd.,1.0
452,11,Tefal,40.0,M,3.0
453,7,Beko,,K,2.5
454,6,Electrolux,46.0,K,2.0
455,3,Dyson,34.0,M,2.0
456,8,Dyson,40.0,bd.,0.0
457,8,Electrolux,47.0,M,2.0
458,11,Electrolux,47.0,bd.,3.0
459,7,Dyson,46.0,K,2.5
460,4,Beko,48.0,K,2.5
461,6,Dyson,37.0,bd.,1.5
462,6,Samsung,34.0,M,2.0
463,8,Beko,,bd.,3.0
464,7,Electrolux,40.0,M,2.5
465,8,Dyson,43.0,M,3.5
466,15,Samsung,40.0,M,1.5
467,8,Beko,21.0,K,2.0
468,6,Dyson,49.0,bd.,1.5
469,6,Beko,26.0,K,4.5
470,9,Electrolux,49.0,K,2.5
471,2,Beko,59.0,M,1.0
472,10,Dyson,28.0,K,4.0
473,5,Dyson,34.0,M,3.5
474,2,Electrolux,,bd.,2.5
475,9,Dyson,19.0,K,1.5
476,4,Electrolux,,K,4.0
477,11,Dyson,42.0,K,1.0
478,6,Tefal,28.0,bd.,3.5
479,8,Electrolux,48.0,K,0.5
480,5,Dyson,40.0,bd.,2.0
481,7,Electrolux,27.0,M,4.5
482,9,Tefal,,K,4.0
483,5,Beko,32.0,bd.,1.5
484,4,Tefal,37.0,K,2.5
485,5,Beko,24.0,bd.,2.5
486,2,Dyson,39.0,K,2.5
487,6,Electrolux,32.0,K,3.0
488,11,Tefal,30.0,bd.,1.5
489,7,Tefal,36.0,K,3.0
490,8,Electrolux,48.0,K,2.5
491,12,Electrolux,43.0,M,3.0
492,11,Tefal,42.0,bd.,3.0
493,7,Samsung,57.0,bd.,3.5
494,2,Dyson,59.0,M,2.0
495,6,Dyson,44.0,bd.,1.5
496,10,Beko,37.0,M,2.0
497,2,Electrolux,35.0,M,3.5
498,13,Tefal,51.0,K,4.0
499,8,Electrolux,44.0,bd.,1.5
500,7,Dyson,28.0,M,4.0
501,6,Dyson,27.0,bd.,2.5
502,9,Electrolux,49.0,K,3.0
503,7,Electrolux,29.0,K,2.5
504,4,Beko,,K,3.5
505,4,Beko,39.0,bd.,3.5
506,11,Electrolux,50.0,M,3.0
507,9,Beko,47.0,K,1.0
508,7,Tefal,36.0,M,3.0
509,6,Electrolux,26.0,bd.,2.0
510,10,Electrolux,50.0,K,2.5
511,6,Tefal,33.0,bd.,3.0
512,6,Electrolux,,K,5.0
513,4,Electrolux,,bd.,2.0
514,7,Electrolux,19.0,K,5.0
515,4,Tefal,34.0,M,4.0
516,7,Dyson,,K,1.5
517,5,Electrolux,34.0,K,4.0
518,8,Dyson,39.0,K,2.0
519,11,Beko,40.0,bd.,1.5
520,4,Beko,24.0,K,2.5
521,3,Electrolux,42.0,K,5.0
522,15,Electrolux,35.0,bd.,4.0
523,2,Electrolux,,bd.,0.5
524,4,Tefal,51.0,K,2.0
525,4,Dyson,36.0,bd.,3.0
526,6,Beko,18.0,M,3.5
527,8,Electrolux,43.0,K,2.0
528,5,Electrolux,30.0,K,3.0
529,5,Beko,47.0,K,1.0
