,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
111,4,Beko,49.0,M,1.5
112,6,Beko,32.0,K,2.5
113,5,Beko,42.0,M,2.5
114,10,Samsung,43.0,M,4.5
115,5,Beko,21.0,M,1.0
116,8,Beko,31.0,M,0.0
117,5,Samsung,48.0,M,5.0
118,7,Beko,35.0,M,4.0
119,5,Samsung,44.0,M,1.5
120,8,Beko,57.0,bd.,3.5
121,3,Beko,42.0,M,2.5
122,6,Beko,46.0,M,4.0
123,6,Beko,51.0,M,2.0
124,5,Beko,45.0,M,4.0
125,6,Samsung,40.0,M,2.5
126,7,Beko,,M,2.0
127,9,Beko,39.0,M,1.0
128,9,Samsung,43.0,M,3.5
129,7,Beko,,M,3.5
130,7,Beko,,M,0.5
131,5,Beko,29.0,M,3.0
132,1,Beko,47.0,M,1.5
133,3,Beko,38.0,M,2.5
134,8,Beko,41.0,M,2.0
135,8,Beko,,bd.,2.0
136,11,Beko,,M,3.0
137,6,Samsung,53.0,M,3.5
138,5,Beko,38.0,M,1.5
139,8,Beko,32.0,M,3.0
140,5,Beko,61.0,M,3.5
141,6,Beko,,M,3.0
142,9,Beko,,M,2.0
143,8,Beko,44.0,M,3.5
144,3,Beko,,M,3.5
145,10,Beko,50.0,M,0.5
146,6,Dyson,,M,2.5
147,3,Dyson,,M,2.5
148,11,Beko,31.0,M,1.5
149,8,Samsung,51.0,M,1.5
150,11,Samsung,43.0,M,4.0
151,4,Beko,24.0,M,1.0
152,3,Beko,44.0,M,2.5
153,5,Beko,43.0,bd.,2.0
154,3,Beko,44.0,M,5.0
155,7,Beko,34.0,bd.,2.5
156,9,Dyson,20.0,M,1.5
157,6,Dyson,36.0,M,3.0
158,5,Beko,22.0,M,3.5
159,10,Beko,37.0,M,4.0
160,7,Beko,34.0,bd.,2.5
161,7,Samsung,26.0,M,3.5
162,7,Beko,41.0,M,1.0
163,11,Dyson,42.0,bd.,4.5
164,5,Electrolux,54.0,M,3.0
165,3,Beko,29.0,M,2.0
166,5,Beko,50.0,M,2.5
167,3,Beko,27.0,M,3.5
168,3,Beko,43.0,bd.,5.0
169,9,Beko,30.0,M,3.0
170,6,Beko,38.0,M,2.5
171,1,Beko,42.0,M,1.0
172,7,Beko,31.0,M,2.0
173,9,Electrolux,27.0,M,2.0
174,5,Tefal,39.0,M,0.5
175,7,Samsung,33.0,M,3.0
176,6,Beko,44.0,M,1.0
177,6,Beko,25.0,bd.,3.5
178,14,Beko,33.0,M,2.0
179,8,Beko,,M,0.5
180,10,Beko,47.0,M,2.0
181,11,Beko,39.0,M,3.0
182,5,Beko,34.0,M,3.0
183,3,Beko,28.0,M,2.0
184,7,Samsung,45.0,M,1.5
185,4,Beko,51.0,bd.,3.0
186,7,Dyson,39.0,M,3.5
187,5,Dyson,47.0,M,3.0
188,6,Beko,20.0,M,2.0
189,5,Tefal,55.0,M,4.0
190,10,Beko,35.0,M,3.5
191,8,Beko,18.0,M,2.0
192,15,Beko,43.0,M,2.0
193,7,Samsung,28.0,M,0.5
194,6,Samsung,40.0,M,1.5
195,7,Beko,36.0,M,1.5
196,4,Beko,48.0,M,4.0
197,11,Beko,33.0,M,3.0
198,5,Dyson,26.0,M,2.5
199,5,Electrolux,55.0,M,2.5
200,6,Beko,44.0,M,2.5
201,8,Beko,36.0,M,1.5
202,6,Beko,40.0,M,3.5
203,4,Tefal,42.0,bd.,1.5
204,7,Beko,45.0,M,3.5
205,10,Beko,38.0,M,1.5
206,7,Beko,60.0,bd.,4.0
207,9,Beko,45.0,M,2.0
208,6,Beko,38.0,M,4.5
209,4,Beko,61.0,M,2.0
210,6,Samsung,45.0,M,4.0
211,14,Samsung,27.0,M,3.0
212,8,Beko,,M,1.5
213,12,Samsung,45.0,M,3.0
214,9,Beko,56.0,M,2.0
215,4,Beko,,M,1.5
216,3,Beko,43.0,M,3.5
217,5,Samsung,58.0,M,2.5
218,7,Beko,38.0,M,4.5
219,7,Beko,,M,2.0
220,4,Beko,40.0,M,2.5
221,8,Samsung,33.0,M,2.0
222,12,Beko,,M,3.0
223,6,Beko,45.0,M,1.5
224,4,Beko,36.0,M,3.5
225,11,Beko,39.0,M,2.0
226,10,Samsung,39.0,M,2.0
227,6,Beko,23.0,M,1.0
228,5,Beko,47.0,bd.,1.0
229,8,Dyson,37.0,M,3.0
230,9,Beko,35.0,bd.,2.0
231,5,Beko,25.0,M,3.0
232,7,Beko,25.0,M,1.0
233,6,Samsung,38.0,M,3.5
234,5,Beko,46.0,M,2.5
235,8,Beko,39.0,M,3.0
236,5,Samsung,43.0,M,2.0
237,12,Samsung,67.0,M,3.0
238,9,Beko,46.0,M,2.0
239,5,Beko,,M,3.5
240,8,Beko,,M,1.5
241,9,Beko,49.0,M,5.0
242,6,Beko,30.0,M,3.0
243,6,Beko,40.0,M,1.5
244,4,Beko,41.0,M,1.0
245,8,Beko,31.0,M,3.0
246,7,Beko,,M,1.0
247,4,Beko,,M,2.5
248,9,Samsung,48.0,M,2.5
249,9,Beko,52.0,M,2.0
250,11,Beko,37.0,M,2.5
251,5,Beko,42.0,M,2.5
252,5,Beko,49.0,M,3.5
253,5,Beko,39.0,M,1.5
254,7,Beko,42.0,M,4.0
255,15,Samsung,22.0,M,2.5
256,6,Beko,29.0,M,2.5
257,5,Dyson,23.0,bd.,3.0
258,9,Beko,39.0,M,1.0
259,5,Beko,40.0,M,2.5
260,8,Beko,29.0,M,2.5
261,6,Beko,50.0,M,4.0
262,9,Beko,42.0,M,1.0
263,4,Beko,34.0,M,4.0
264,10,Beko,40.0,M,1.5
265,10,Samsung,32.0,M,3.0
266,8,Beko,29.0,M,3.5
267,7,Beko,34.0,M,0.5
268,10,Beko,35.0,M,2.5
269,8,Beko,42.0,M,1.5
270,7,Beko,45.0,K,2.0
271,5,Beko,37.0,M,2.0
272,7,Beko,47.0,M,2.5
273,8,Samsung,35.0,bd.,4.0
274,5,Samsung,45.0,M,3.5
275,7,Beko,26.0,K,4.0
276,13,Samsung,23.0,M,3.5
277,3,Beko,41.0,M,2.0
278,11,Beko,24.0,bd.,3.0
279,7,Beko,33.0,M,1.5
280,11,Beko,53.0,M,2.0
281,7,Beko,49.0,M,2.0
282,9,Beko,32.0,M,2.5
283,3,Beko,42.0,M,3.0
284,5,Beko,31.0,bd.,1.0
285,9,Beko,25.0,M,1.0
286,6,Beko,47.0,M,3.5
287,10,Dyson,,M,1.5
288,9,Beko,31.0,M,5.0
289,8,Beko,36.0,M,4.0
290,10,Dyson,44.0,M,1.5
291,7,Beko,23.0,M,2.5
292,3,Samsung,66.0,M,2.0
293,8,Beko,62.0,M,0.5
294,1,Beko,,M,3.5
295,7,Samsung,39.0,M,2.0
296,5,Beko,26.0,M,5.0
297,5,Beko,22.0,M,4.0
298,3,Beko,54.0,M,3.0
299,6,Beko,36.0,K,5.0
300,8,Beko,40.0,M,1.5
301,6,Beko,48.0,M,1.0
302,5,Beko,39.0,M,1.0
303,10,Samsung,,M,3.5
304,8,Beko,37.0,M,2.0
305,8,Beko,37.0,M,1.0
306,9,Beko,33.0,M,3.0
307,7,Beko,,M,4.5
308,4,Beko,36.0,M,1.5
309,10,Beko,42.0,M,2.5
310,7,Dyson,22.0,M,1.0
311,8,Beko,40.0,M,2.5
312,5,Beko,23.0,M,3.0
313,6,Beko,33.0,M,4.0
314,12,Beko,37.0,M,1.5
315,9,Beko,41.0,M,4.0
316,7,Electrolux,46.0,M,3.0
317,5,Beko,32.0,bd.,3.0
318,10,Beko,37.0,M,4.0
319,3,Beko,23.0,M,3.0
320,9,Beko,40.0,M,2.0
321,3,Beko,35.0,M,2.5
322,6,Beko,27.0,M,2.5
323,6,Dyson,,M,2.0
324,10,Samsung,49.0,M,3.5
325,6,Samsung,39.0,M,4.0
326,3,Beko,32.0,M,2.5
327,6,Beko,31.0,M,1.5
328,5,Beko,43.0,M,2.0
329,8,Beko,37.0,M,1.5
330,8,Beko,41.0,M,0.0
331,10,Beko,56.0,M,2.5
332,6,Beko,23.0,K,2.5
333,7,Dyson,56.0,M,4.0
334,6,Samsung,34.0,K,4.0
335,8,Beko,44.0,bd.,3.0
336,7,Beko,53.0,M,3.5
337,6,Beko,46.0,M,1.5
338,6,Beko,51.0,M,2.5
339,5,Beko,50.0,M,3.5
340,10,Beko,43.0,M,2.0
341,12,Beko,43.0,M,3.0
342,6,Beko,47.0,M,2.5
343,13,Beko,49.0,M,2.0
344,6,Beko,18.0,M,5.0
345,6,Samsung,25.0,M,3.0
346,2,Beko,31.0,M,3.5
347,10,Beko,44.0,M,1.5
348,10,Tefal,,M,3.0
349,8,Beko,45.0,M,1.5
350,7,Electrolux,42.0,M,5.0
351,9,Beko,,M,2.5
352,3,Beko,59.0,M,3.0
353,3,Beko,43.0,M,2.5
354,8,Beko,44.0,M,2.0
355,8,Beko,42.0,M,2.0
356,6,Samsung,47.0,M,3.0
357,8,Dyson,24.0,M,3.5
358,10,Beko,42.0,M,4.0
359,10,Beko,36.0,M,2.5
360,11,Beko,46.0,M,2.5
361,4,Beko,26.0,M,2.0
362,1,Samsung,45.0,M,1.0
363,13,Dyson,37.0,M,1.5
364,8,Beko,39.0,M,2.0
365,8,Beko,41.0,M,2.0
366,7,Beko,28.0,M,3.0
367,11,Beko,,M,2.5
368,9,Beko,46.0,M,3.5
369,8,Beko,56.0,M,2.0
370,10,Samsung,47.0,bd.,2.0
371,7,Beko,40.0,M,3.5
372,6,Beko,27.0,M,3.5
373,5,Beko,43.0,M,2.0
374,10,Beko,41.0,M,1.5
375,8,Beko,45.0,M,4.0
376,8,Beko,22.0,M,2.5
377,8,Samsung,42.0,M,2.5
378,5,Beko,29.0,M,4.0
379,5,Beko,48.0,M,4.5
380,10,Tefal,31.0,M,2.5
381,4,Beko,,M,4.0
382,11,Beko,35.0,M,2.5
383,7,Dyson,46.0,M,2.0
384,4,Tefal,23.0,M,1.5
385,7,Beko,47.0,M,2.0
386,2,Beko,34.0,M,3.0
387,8,Beko,37.0,M,2.5
388,7,Beko,33.0,M,2.0
389,9,Samsung,55.0,M,2.5
390,10,Beko,29.0,M,1.5
391,9,Samsung,39.0,M,2.0
392,7,Dyson,45.0,M,2.0
393,9,Beko,47.0,M,2.0
394,3,Beko,46.0,M,3.0
395,12,Beko,46.0,M,3.0
396,10,Beko,33.0,M,4.0
397,6,Beko,47.0,M,1.5
398,6,Beko,36.0,M,4.0
399,12,Dyson,,M,4.0
400,11,Beko,36.0,M,3.0
401,4,Beko,33.0,M,1.5
402,4,Beko,49.0,M,3.5
403,8,Beko,28.0,M,2.5
404,8,Beko,47.0,M,1.5
405,7,Samsung,39.0,bd.,3.5
406,4,Samsung,60.0,M,4.0
407,8,Beko,20.0,M,3.0
408,5,Beko,,M,2.0
409,4,Beko,26.0,M,3.0
410,3,Beko,37.0,M,4.5
411,7,Beko,45.0,M,2.0
412,7,Beko,65.0,M,4.0
413,6,Beko,,M,3.0
414,9,Beko,51.0,M,3.5
415,3,Beko,34.0,M,3.5
416,5,Beko,34.0,M,1.0
417,11,Electrolux,53.0,M,4.5
418,10,Dyson,51.0,M,2.0
419,6,Beko,31.0,M,2.5
420,8,Beko,55.0,M,2.5
421,11,Beko,62.0,bd.,1.0
422,7,Beko,34.0,M,3.5
423,11,Beko,32.0,M,2.0
424,5,Dyson,,M,1.5
425,7,Beko,39.0,M,1.5
426,8,Beko,42.0,M,2.0
427,13,Dyson,42.0,M,3.0
428,10,Beko,54.0,M,1.0
429,7,Beko,41.0,M,2.0
430,6,Beko,39.0,M,1.5
431,5,Beko,55.0,M,4.0
432,9,Beko,37.0,M,2.5
433,9,Beko,45.0,M,3.0
434,11,Samsung,44.0,M,2.0
435,11,Samsung,66.0,M,2.0
436,12,Dyson,43.0,M,2.0
437,7,Beko,39.0,M,2.5
438,3,Dyson,36.0,M,3.5
439,5,Beko,,M,4.0
440,9,Beko,40.0,M,4.0
441,6,Beko,40.0,M,3.0
442,8,Beko,41.0,M,3.5
443,5,Beko,41.0,M,1.5
444,10,Beko,,M,0.5
445,9,Beko,30.0,M,2.5
446,5,Beko,29.0,M,3.5
447,6,Beko,47.0,M,3.0
448,6,Tefal,49.0,M,2.0
449,3,Beko,44.0,M,1.5
450,6,Dyson,56.0,M,5.0
451,6,Beko,26.0,M,2.5
452,9,Beko,62.0,M,3.0
453,9,Beko,43.0,M,3.0
454,8,Samsung,40.0,M,2.0
455,8,Samsung,44.0,M,1.5
456,13,Dyson,34.0,M,2.5
457,8,Beko,40.0,M,3.5
458,10,Samsung,47.0,M,5.0
459,10,Beko,,M,2.5
460,14,Beko,39.0,M,1.5
461,5,Beko,27.0,M,3.0
462,5,Beko,28.0,M,3.0
463,11,Beko,46.0,M,3.0
464,10,Beko,27.0,M,1.5
465,4,Beko,42.0,M,1.5
466,13,Beko,41.0,M,2.0
467,5,Samsung,38.0,M,4.0
468,3,Beko,22.0,M,3.0
469,4,Beko,42.0,M,2.5
470,8,Beko,49.0,M,4.5
471,10,Beko,50.0,M,2.5
472,5,Beko,28.0,M,2.5
473,6,Beko,39.0,M,1.0
474,5,Beko,36.0,M,2.5
475,5,Beko,,M,3.0
476,7,Beko,,M,2.5
477,6,Beko,23.0,M,3.5
478,8,Beko,51.0,M,0.5
479,6,Beko,48.0,M,3.5
480,8,Beko,38.0,bd.,2.0
481,6,Beko,28.0,M,4.0
482,3,Samsung,28.0,M,4.5
483,6,Samsung,41.0,M,3.0
484,5,Dyson,36.0,bd.,1.0
485,7,Beko,50.0,M,3.5
486,7,Beko,30.0,M,1.0
487,5,Beko,34.0,M,2.5
488,2,Samsung,61.0,M,1.0
489,5,Samsung,41.0,M,2.5
490,11,Beko,44.0,M,3.0
491,11,Beko,29.0,M,3.5
492,9,Beko,49.0,M,2.0
493,7,Beko,31.0,M,3.0
494,4,Beko,50.0,M,3.0
495,4,Dyson,43.0,bd.,3.5
496,7,Beko,29.0,M,3.5
497,8,Beko,47.0,M,1.5
498,5,Beko,36.0,M,2.0
499,4,Samsung,,M,5.0
500,6,Beko,25.0,M,3.5
501,3,Beko,43.0,M,3.5
502,9,Samsung,42.0,M,1.5
503,9,Beko,,M,1.5
504,6,Beko,32.0,M,1.0
505,5,Beko,44.0,M,3.5
