,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
223,6,Dyson,37.0,K,3.0
224,7,Dyson,53.0,M,2.5
225,8,Electrolux,39.0,bd.,4.0
226,13,Samsung,31.0,bd.,3.0
227,8,Beko,40.0,M,2.5
228,9,Electrolux,27.0,bd.,2.0
229,10,Dyson,47.0,bd.,2.5
230,9,Tefal,33.0,M,3.0
231,13,Electrolux,45.0,K,3.5
232,8,Samsung,55.0,K,1.5
233,4,Dyson,54.0,bd.,3.0
234,5,Beko,34.0,M,2.0
235,8,Electrolux,38.0,bd.,1.0
236,1,Tefal,68.0,bd.,3.0
237,7,Tefal,37.0,K,3.5
238,4,Electrolux,49.0,bd.,2.0
239,10,Samsung,34.0,bd.,4.5
240,9,Electrolux,33.0,K,0.5
241,5,Samsung,44.0,K,3.0
242,6,Electrolux,45.0,bd.,2.0
243,4,Beko,64.0,K,1.0
244,5,Tefal,29.0,K,3.5
245,8,Electrolux,39.0,K,1.5
246,7,Electrolux,42.0,bd.,5.0
247,8,Tefal,38.0,bd.,4.0
248,8,Tefal,43.0,bd.,4.0
249,7,Tefal,18.0,K,2.0
250,7,Tefal,47.0,bd.,3.0
251,7,Dyson,46.0,bd.,4.0
252,7,Beko,37.0,K,2.0
253,6,Tefal,48.0,bd.,2.0
254,3,Beko,60.0,M,2.0
255,6,Tefal,22.0,M,2.5
256,10,Samsung,34.0,bd.,1.5
257,6,Tefal,55.0,bd.,2.0
258,9,Beko,,M,2.0
259,7,Electrolux,42.0,K,2.0
260,7,Tefal,50.0,K,4.0
261,8,Beko,46.0,M,2.5
262,13,Samsung,47.0,M,2.5
263,8,Electrolux,38.0,K,1.0
264,13,Tefal,43.0,bd.,1.0
265,4,Electrolux,41.0,K,1.5
266,10,Tefal,37.0,bd.,2.5
267,7,Beko,31.0,K,4.0
268,7,Dyson,44.0,bd.,2.0
269,6,Tefal,32.0,bd.,3.0
270,8,Beko,46.0,M,4.5
271,8,Dyson,37.0,bd.,2.0
272,5,Tefal,48.0,bd.,1.5
273,2,Tefal,,M,2.5
274,8,Electrolux,38.0,bd.,1.0
275,5,Tefal,27.0,bd.,3.0
276,3,Tefal,49.0,M,2.5
277,8,Tefal,30.0,bd.,1.5
278,11,Dyson,40.0,bd.,3.5
279,8,Tefal,20.0,bd.,3.0
280,6,Beko,34.0,K,3.5
281,7,Samsung,,bd.,1.0
282,4,Tefal,62.0,bd.,3.0
283,11,Samsung,39.0,K,1.5
284,5,Samsung,36.0,bd.,3.5
285,7,Samsung,49.0,K,1.5
286,7,Dyson,39.0,K,1.5
287,6,Beko,42.0,M,3.0
288,6,Electrolux,32.0,bd.,3.0
289,5,Dyson,,bd.,2.5
290,7,Beko,32.0,bd.,5.0
291,6,Tefal,41.0,bd.,2.5
292,13,Tefal,19.0,M,1.5
293,2,Samsung,31.0,M,1.5
294,6,Tefal,33.0,bd.,3.5
295,7,Tefal,44.0,K,2.0
296,11,Samsung,23.0,M,3.0
297,7,Samsung,40.0,M,2.0
298,4,Dyson,37.0,bd.,1.5
299,7,Tefal,34.0,K,3.5
300,1,Dyson,35.0,M,4.5
301,8,Electrolux,27.0,bd.,1.0
302,8,Tefal,55.0,bd.,3.5
303,6,Electrolux,20.0,bd.,1.0
304,8,Tefal,45.0,bd.,3.5
305,3,Tefal,50.0,bd.,2.5
306,2,Beko,31.0,M,3.0
307,4,Tefal,30.0,bd.,1.5
308,8,Electrolux,,M,3.0
309,8,Dyson,37.0,bd.,2.0
310,9,Beko,49.0,M,1.5
311,5,Beko,40.0,K,3.5
312,11,Tefal,38.0,K,5.0
313,12,Dyson,46.0,M,3.0
314,8,Beko,48.0,K,1.5
315,6,Tefal,49.0,M,3.0
316,4,Tefal,,bd.,1.0
317,4,Electrolux,71.0,M,3.0
318,6,Tefal,35.0,M,3.0
319,8,Dyson,49.0,K,2.5
320,4,Electrolux,29.0,M,2.5
321,4,Electrolux,21.0,bd.,4.0
322,3,Tefal,63.0,bd.,3.5
323,5,Samsung,42.0,K,3.0
324,4,Beko,29.0,K,2.5
325,6,Electrolux,27.0,M,2.0
326,6,Dyson,28.0,K,2.5
327,2,Beko,53.0,bd.,3.0
328,6,Electrolux,39.0,M,3.0
329,10,Beko,48.0,bd.,4.0
330,8,Dyson,36.0,K,2.5
331,8,Samsung,32.0,bd.,1.0
332,6,Dyson,34.0,K,1.0
333,7,Beko,,bd.,3.0
334,12,Electrolux,48.0,M,2.5
335,9,Beko,25.0,bd.,3.0
336,10,Samsung,59.0,M,0.5
337,9,Beko,21.0,bd.,4.0
338,4,Tefal,57.0,bd.,2.5
339,8,Beko,20.0,K,2.5
340,5,Tefal,39.0,bd.,3.0
341,6,Dyson,31.0,K,3.5
342,6,Electrolux,,M,4.5
343,5,Tefal,31.0,K,2.0
344,8,Dyson,43.0,K,3.0
345,8,Samsung,37.0,bd.,1.0
346,7,Samsung,27.0,bd.,1.0
347,4,Samsung,45.0,bd.,2.0
348,7,Samsung,31.0,K,2.0
349,8,Samsung,56.0,K,2.0
350,4,Samsung,44.0,bd.,3.5
351,7,Electrolux,,bd.,3.5
352,7,Electrolux,49.0,K,2.0
353,9,Samsung,44.0,bd.,3.0
354,7,Beko,29.0,K,2.5
355,5,Beko,51.0,bd.,3.5
356,8,Tefal,45.0,M,1.5
357,4,Tefal,36.0,bd.,3.5
358,3,Samsung,40.0,M,2.5
359,2,Samsung,45.0,K,1.5
360,2,Dyson,53.0,K,3.0
361,7,Tefal,55.0,M,4.0
362,2,Tefal,35.0,bd.,4.0
363,10,Tefal,26.0,K,2.0
364,8,Beko,47.0,M,1.0
365,9,Samsung,19.0,M,5.0
366,7,Electrolux,38.0,K,3.0
367,4,Dyson,44.0,bd.,2.5
368,6,Samsung,37.0,M,2.5
369,11,Beko,,K,2.5
370,10,Samsung,22.0,M,3.5
371,3,Beko,37.0,K,1.0
372,5,Tefal,50.0,K,1.5
373,8,Samsung,44.0,bd.,0.5
374,9,Tefal,37.0,bd.,3.0
375,7,Beko,44.0,bd.,1.5
376,3,Electrolux,,M,3.5
377,7,Samsung,52.0,M,4.0
378,8,Electrolux,32.0,K,1.5
379,4,Beko,20.0,bd.,2.5
380,11,Dyson,,M,1.0
381,5,Samsung,51.0,M,3.0
382,5,Electrolux,31.0,M,2.5
383,11,Dyson,39.0,K,5.0
384,7,Dyson,50.0,M,2.0
385,3,Tefal,32.0,bd.,3.5
386,6,Electrolux,,M,2.5
387,10,Samsung,36.0,K,1.0
388,9,Tefal,25.0,bd.,1.5
389,5,Samsung,,K,2.5
390,8,Electrolux,45.0,M,2.0
391,7,Samsung,,bd.,2.5
392,10,Tefal,32.0,K,1.5
393,6,Tefal,41.0,M,3.0
394,10,Tefal,41.0,bd.,4.5
395,12,Electrolux,29.0,M,5.0
396,11,Beko,49.0,bd.,5.0
397,13,Electrolux,45.0,bd.,3.5
398,11,Beko,,bd.,1.5
399,11,Dyson,52.0,bd.,1.5
400,5,Dyson,25.0,bd.,3.0
401,7,Tefal,57.0,K,1.5
402,6,Tefal,41.0,K,3.0
403,8,Samsung,39.0,M,3.0
404,8,Dyson,39.0,K,3.0
405,3,Beko,46.0,M,4.5
406,10,Beko,,bd.,1.0
407,4,Samsung,34.0,bd.,1.5
408,7,Samsung,47.0,K,2.5
409,6,Tefal,49.0,bd.,1.5
410,4,Tefal,56.0,bd.,2.0
411,6,Samsung,47.0,bd.,0.5
412,3,Tefal,30.0,K,2.5
413,4,Electrolux,48.0,bd.,2.5
414,12,Tefal,38.0,M,3.5
415,6,Dyson,41.0,M,1.5
416,11,Beko,40.0,M,1.0
417,5,Samsung,45.0,bd.,2.0
418,8,Tefal,44.0,bd.,2.5
419,4,Tefal,41.0,M,3.5
420,5,Dyson,40.0,M,1.0
421,1,Tefal,58.0,M,4.0
422,3,Beko,24.0,K,3.0
423,7,Dyson,41.0,bd.,2.0
424,5,Tefal,43.0,bd.,2.0
425,8,Tefal,33.0,bd.,2.0
426,11,Tefal,45.0,bd.,2.5
427,5,Samsung,36.0,M,2.5
428,7,Samsung,38.0,bd.,2.0
429,7,Dyson,34.0,K,2.5
430,10,Beko,38.0,K,2.0
431,8,Tefal,53.0,bd.,3.5
432,4,Electrolux,49.0,bd.,2.0
433,6,Dyson,38.0,bd.,3.5
434,13,Electrolux,42.0,M,4.5
435,9,Electrolux,44.0,K,1.5
436,14,Tefal,,bd.,1.5
437,7,Beko,37.0,bd.,3.0
438,5,Tefal,29.0,bd.,1.0
439,11,Dyson,44.0,K,3.0
440,8,Tefal,60.0,M,4.0
441,7,Electrolux,58.0,K,4.5
442,14,Electrolux,,K,4.0
443,8,Tefal,30.0,M,1.0
444,11,Samsung,,M,1.0
445,13,Dyson,,bd.,4.0
446,11,Dyson,41.0,bd.,3.0
447,4,Samsung,32.0,bd.,4.5
448,6,Electrolux,42.0,bd.,4.0
449,5,Tefal,,bd.,3.0
450,4,Beko,42.0,bd.,3.0
451,7,Samsung,50.0,K,2.0
452,7,Tefal,42.0,M,2.0
453,6,Electrolux,49.0,bd.,2.5
454,7,Tefal,48.0,M,1.0
455,4,Tefal,37.0,bd.,3.0
456,5,Tefal,28.0,M,2.0
457,8,Tefal,34.0,K,4.0
458,8,Dyson,31.0,bd.,2.5
459,9,Tefal,,M,3.0
460,6,Electrolux,31.0,M,2.5
461,8,Dyson,32.0,M,2.0
462,9,Samsung,23.0,bd.,2.5
463,7,Beko,51.0,bd.,3.0
464,9,Tefal,22.0,bd.,4.5
465,6,Tefal,51.0,M,2.5
466,7,Samsung,42.0,bd.,2.0
467,2,Electrolux,40.0,bd.,3.0
468,6,Beko,40.0,M,2.5
469,7,Dyson,41.0,bd.,2.0
470,4,Tefal,40.0,bd.,3.0
471,6,Samsung,20.0,M,4.0
472,3,Tefal,44.0,bd.,3.0
473,7,Dyson,44.0,K,5.0
474,7,Electrolux,37.0,K,3.5
475,2,Beko,42.0,K,0.0
476,8,Beko,44.0,K,3.0
477,10,Tefal,,bd.,3.0
478,7,Tefal,28.0,bd.,3.5
479,7,Dyson,55.0,M,2.0
480,8,Electrolux,60.0,K,5.0
481,8,Tefal,26.0,bd.,4.0
482,7,Electrolux,53.0,K,4.0
483,7,Tefal,37.0,bd.,0.5
484,6,Samsung,,bd.,3.5
485,8,Tefal,24.0,bd.,4.0
486,13,Samsung,51.0,bd.,1.5
487,6,Electrolux,51.0,K,1.5
488,7,Electrolux,,bd.,3.0
489,12,Electrolux,32.0,K,2.0
490,9,Dyson,26.0,bd.,4.0
491,6,Beko,40.0,bd.,4.0
492,6,Samsung,24.0,K,3.5
493,4,Beko,39.0,bd.,1.5
494,7,Dyson,28.0,M,3.5
495,3,Beko,37.0,M,3.0
496,8,Electrolux,33.0,bd.,3.5
497,7,Tefal,37.0,bd.,3.5
498,9,Samsung,29.0,bd.,3.0
499,5,Beko,,bd.,1.0
500,5,Tefal,31.0,bd.,2.0
501,8,Tefal,,bd.,0.5
502,7,Tefal,41.0,bd.,2.5
503,10,Dyson,45.0,bd.,2.5
504,7,Dyson,47.0,bd.,3.0
505,7,Beko,23.0,K,4.0
506,4,Samsung,42.0,bd.,2.0
507,4,Samsung,59.0,K,2.0
508,4,Tefal,,bd.,0.5
509,4,Beko,32.0,bd.,3.0
510,4,Dyson,45.0,bd.,4.0
511,11,Tefal,23.0,M,2.5
512,5,Beko,,M,3.0
513,6,Beko,51.0,bd.,3.0
514,5,Electrolux,28.0,K,1.0
515,3,Beko,33.0,M,3.5
516,7,Dyson,33.0,K,1.5
517,9,Dyson,33.0,bd.,2.5
518,9,Tefal,22.0,K,1.0
519,8,Tefal,34.0,bd.,2.5
520,5,Tefal,,K,1.5
521,3,Tefal,38.0,bd.,5.0
522,4,Samsung,,bd.,1.0
523,4,Samsung,31.0,bd.,5.0
524,5,Tefal,31.0,M,3.5
525,7,Beko,40.0,bd.,1.5
526,9,Samsung,24.0,bd.,2.5
527,12,Samsung,33.0,K,1.0
528,6,Tefal,38.0,bd.,1.0
529,8,Samsung,22.0,bd.,1.5
530,6,Tefal,41.0,bd.,1.0
531,9,Electrolux,44.0,bd.,3.0
532,4,Electrolux,39.0,K,1.0
533,5,Dyson,33.0,bd.,4.0
534,8,Samsung,46.0,bd.,1.0
535,14,Dyson,,bd.,4.0
536,7,Samsung,63.0,bd.,2.0
537,6,Tefal,32.0,M,3.0
538,13,Beko,52.0,bd.,1.0
539,6,Tefal,23.0,M,3.0
540,8,Samsung,37.0,M,2.0
541,6,Beko,41.0,M,2.0
542,9,Beko,,bd.,2.5
543,6,Tefal,34.0,bd.,2.5
544,8,Tefal,53.0,bd.,2.5
545,4,Tefal,28.0,K,3.0
546,7,Samsung,53.0,bd.,3.0
547,15,Electrolux,29.0,bd.,3.0
548,10,Samsung,45.0,bd.,2.5
549,7,Samsung,62.0,M,4.0
550,2,Tefal,37.0,K,4.0
551,11,Electrolux,43.0,K,3.5
