,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
214,4,Electrolux,46.0,bd.,2.5
215,7,Electrolux,31.0,bd.,2.5
216,5,Dyson,,M,1.0
217,6,Dyson,35.0,M,2.5
218,9,Electrolux,36.0,M,3.5
219,4,Electrolux,18.0,M,2.5
220,3,Electrolux,45.0,M,2.5
221,7,Tefal,53.0,M,2.5
222,10,Electrolux,25.0,M,3.5
223,8,Dyson,47.0,K,3.5
224,7,Dyson,42.0,bd.,3.0
225,16,Tefal,26.0,M,2.0
226,4,Electrolux,42.0,M,1.5
227,7,Samsung,29.0,bd.,2.0
228,4,Electrolux,44.0,M,3.5
229,7,Electrolux,29.0,bd.,1.5
230,8,Samsung,36.0,M,1.0
231,3,Electrolux,,M,1.5
232,8,Dyson,45.0,M,2.0
233,8,Electrolux,46.0,M,2.0
234,2,Electrolux,,bd.,0.5
235,8,Beko,37.0,M,4.0
236,5,Samsung,25.0,bd.,5.0
237,5,Electrolux,55.0,bd.,3.0
238,7,Samsung,24.0,bd.,2.0
239,4,Electrolux,41.0,bd.,4.0
240,7,Electrolux,42.0,bd.,0.5
241,4,Tefal,45.0,M,1.0
242,7,Electrolux,43.0,bd.,2.5
243,3,Electrolux,31.0,M,2.0
244,7,Electrolux,,bd.,1.5
245,13,Beko,47.0,M,1.5
246,11,Electrolux,19.0,M,3.5
247,7,Electrolux,43.0,M,1.5
248,8,Electrolux,38.0,M,2.5
249,6,Electrolux,,M,2.0
250,7,Electrolux,44.0,bd.,3.0
251,9,Electrolux,40.0,M,2.5
252,2,Electrolux,41.0,M,3.0
253,6,Electrolux,36.0,M,3.5
254,7,Dyson,67.0,M,2.0
255,7,Electrolux,29.0,bd.,2.5
256,8,Dyson,32.0,M,2.5
257,3,Electrolux,35.0,M,3.0
258,11,Dyson,18.0,M,2.0
259,7,Electrolux,40.0,M,1.0
260,6,Electrolux,26.0,M,1.5
261,10,Electrolux,36.0,M,3.0
262,7,Electrolux,49.0,M,2.5
263,10,Electrolux,31.0,M,2.5
264,5,Beko,34.0,bd.,2.0
265,6,Electrolux,49.0,M,4.0
266,1,Electrolux,37.0,bd.,3.5
267,7,Electrolux,48.0,M,2.0
268,8,Beko,35.0,M,2.0
269,7,Electrolux,54.0,M,3.5
270,9,Electrolux,33.0,K,3.0
271,10,Dyson,28.0,bd.,1.0
272,9,Electrolux,51.0,bd.,4.0
273,10,Beko,,M,2.5
274,4,Samsung,31.0,M,2.0
275,2,Dyson,45.0,M,3.0
276,8,Tefal,60.0,M,1.0
277,9,Electrolux,40.0,M,1.5
278,5,Samsung,47.0,bd.,3.5
279,3,Beko,36.0,M,3.0
280,6,Electrolux,47.0,bd.,2.5
281,7,Electrolux,33.0,M,3.5
282,4,Electrolux,34.0,bd.,3.5
283,11,Samsung,26.0,M,2.5
284,6,Electrolux,40.0,M,4.0
285,12,Electrolux,54.0,M,1.0
286,8,Samsung,36.0,bd.,3.0
287,3,Electrolux,53.0,M,3.0
288,5,Electrolux,33.0,M,2.0
289,10,Dyson,35.0,M,2.0
290,9,Beko,38.0,K,2.0
291,11,Electrolux,18.0,bd.,2.0
292,7,Dyson,42.0,M,1.5
293,5,Electrolux,22.0,M,4.5
294,4,Electrolux,40.0,M,3.0
295,9,Dyson,31.0,M,1.5
296,3,Electrolux,42.0,bd.,2.5
297,3,Electrolux,40.0,M,2.5
298,9,Samsung,44.0,M,1.0
299,7,Samsung,37.0,M,5.0
300,4,Electrolux,25.0,K,4.0
301,5,Electrolux,,M,2.0
302,9,Tefal,30.0,M,1.5
303,10,Electrolux,,M,2.0
304,8,Electrolux,27.0,M,1.5
305,8,Electrolux,44.0,M,2.5
306,5,Electrolux,40.0,M,1.5
307,5,Dyson,39.0,M,0.5
308,6,Dyson,30.0,bd.,3.0
309,7,Electrolux,30.0,M,2.0
310,8,Electrolux,32.0,M,0.5
311,8,Electrolux,49.0,M,2.5
312,7,Electrolux,56.0,M,2.0
313,6,Electrolux,,K,3.0
314,5,Dyson,49.0,bd.,2.5
315,2,Electrolux,33.0,bd.,3.5
316,6,Electrolux,42.0,M,2.5
317,5,Tefal,37.0,M,3.0
318,5,Electrolux,33.0,M,2.5
319,6,Dyson,31.0,M,2.5
320,10,Electrolux,50.0,M,2.5
321,3,Tefal,54.0,bd.,3.0
322,6,Electrolux,,bd.,1.0
323,6,Samsung,48.0,M,2.0
324,9,Electrolux,43.0,M,2.0
325,8,Electrolux,48.0,M,1.5
326,8,Dyson,54.0,M,2.5
327,6,Electrolux,45.0,M,4.0
328,8,Tefal,47.0,M,1.5
329,9,Dyson,35.0,bd.,2.5
330,10,Samsung,40.0,M,1.5
331,11,Electrolux,,M,4.5
332,6,Dyson,45.0,M,4.0
333,11,Beko,37.0,M,3.0
334,8,Dyson,28.0,M,2.5
335,10,Dyson,26.0,M,3.5
336,8,Tefal,24.0,bd.,2.0
337,8,Dyson,36.0,M,3.5
338,9,Samsung,28.0,M,2.0
339,6,Tefal,33.0,K,3.5
340,4,Electrolux,,M,4.0
341,13,Electrolux,43.0,bd.,3.0
342,10,Electrolux,34.0,bd.,1.5
343,7,Electrolux,41.0,K,0.0
344,7,Electrolux,19.0,bd.,2.0
345,6,Electrolux,31.0,bd.,4.0
346,5,Electrolux,42.0,M,2.0
347,8,Beko,42.0,M,2.0
348,11,Beko,38.0,M,1.5
349,2,Electrolux,42.0,M,1.0
350,11,Electrolux,40.0,bd.,2.5
351,9,Electrolux,33.0,K,2.5
352,12,Electrolux,31.0,M,1.5
353,3,Electrolux,33.0,M,3.0
354,6,Electrolux,43.0,bd.,3.0
355,4,Electrolux,36.0,M,2.5
356,8,Electrolux,46.0,K,2.0
357,11,Dyson,39.0,bd.,2.5
358,5,Electrolux,35.0,M,4.5
359,7,Electrolux,29.0,M,2.5
360,4,Electrolux,49.0,bd.,3.0
361,5,Tefal,39.0,bd.,2.5
362,7,Beko,34.0,M,4.0
363,9,Electrolux,33.0,bd.,4.0
364,3,Electrolux,,M,2.5
365,5,Electrolux,48.0,bd.,2.0
366,9,Electrolux,41.0,M,2.0
367,10,Electrolux,47.0,bd.,3.0
368,7,Electrolux,40.0,bd.,1.0
369,6,Tefal,,M,2.5
370,11,Electrolux,46.0,M,2.0
371,7,Dyson,53.0,M,3.5
372,6,Electrolux,43.0,M,3.5
373,6,Dyson,44.0,K,2.5
374,8,Electrolux,31.0,M,3.5
375,4,Dyson,41.0,M,1.0
376,6,Dyson,46.0,M,0.5
377,9,Electrolux,52.0,M,2.0
378,4,Electrolux,57.0,M,2.0
379,8,Dyson,58.0,bd.,1.5
380,7,Beko,,bd.,1.5
381,4,Electrolux,,M,5.0
382,7,Electrolux,54.0,bd.,1.5
383,4,Electrolux,,bd.,1.0
384,4,Electrolux,35.0,bd.,0.5
385,12,Dyson,49.0,bd.,1.0
386,5,Dyson,47.0,M,5.0
387,9,Electrolux,44.0,bd.,1.0
388,9,Electrolux,,M,0.5
389,10,Dyson,48.0,M,1.0
390,9,Electrolux,43.0,M,2.0
391,8,Electrolux,48.0,M,0.5
392,10,Electrolux,39.0,M,2.0
393,11,Dyson,32.0,M,1.0
394,5,Electrolux,48.0,M,1.5
395,12,Electrolux,54.0,M,3.0
396,9,Electrolux,33.0,M,1.5
397,4,Electrolux,,M,1.0
398,7,Electrolux,31.0,bd.,0.5
399,6,Electrolux,34.0,M,3.0
400,6,Dyson,26.0,bd.,4.5
401,5,Dyson,27.0,bd.,4.5
402,8,Dyson,68.0,K,3.0
403,9,Electrolux,29.0,M,2.5
404,9,Beko,,bd.,2.0
405,8,Samsung,47.0,K,3.5
406,5,Tefal,47.0,bd.,2.5
407,8,Electrolux,44.0,M,2.0
408,12,Electrolux,40.0,M,3.0
409,6,Electrolux,37.0,bd.,2.5
410,11,Electrolux,29.0,M,2.0
411,2,Dyson,50.0,K,2.5
412,7,Electrolux,32.0,M,2.5
413,6,Tefal,32.0,M,1.5
414,11,Electrolux,,bd.,1.5
415,5,Electrolux,28.0,bd.,3.5
416,6,Dyson,47.0,bd.,2.5
417,9,Electrolux,41.0,M,2.5
418,7,Electrolux,44.0,M,2.0
419,6,Electrolux,,M,1.0
420,8,Electrolux,53.0,M,3.0
421,9,Electrolux,30.0,M,2.0
422,11,Electrolux,23.0,M,2.0
423,8,Electrolux,54.0,bd.,5.0
424,3,Dyson,36.0,K,4.0
425,6,Electrolux,40.0,bd.,2.0
426,5,Beko,29.0,M,2.0
427,6,Electrolux,34.0,bd.,4.0
428,2,Dyson,35.0,M,1.5
429,4,Beko,25.0,M,2.0
430,8,Samsung,,M,2.5
431,8,Dyson,35.0,M,3.0
432,8,Tefal,46.0,K,0.5
433,13,Samsung,36.0,M,2.0
434,9,Electrolux,40.0,M,3.0
435,8,Electrolux,37.0,M,3.5
436,5,Electrolux,22.0,M,4.5
437,8,Electrolux,49.0,M,2.0
438,11,Electrolux,53.0,M,3.5
439,2,Beko,46.0,M,2.5
440,8,Electrolux,53.0,M,4.0
441,6,Dyson,42.0,M,1.5
442,7,Electrolux,38.0,M,1.0
443,6,Dyson,35.0,bd.,2.5
444,5,Electrolux,56.0,bd.,1.5
445,12,Electrolux,43.0,bd.,3.5
446,5,Electrolux,47.0,M,2.0
447,10,Electrolux,,bd.,0.5
448,6,Dyson,42.0,M,2.0
449,6,Electrolux,44.0,K,2.0
450,9,Dyson,31.0,M,2.0
451,9,Dyson,31.0,bd.,3.0
452,10,Electrolux,,M,1.5
453,2,Electrolux,53.0,M,3.0
454,10,Electrolux,55.0,M,4.0
455,10,Samsung,,bd.,3.0
456,6,Electrolux,37.0,M,1.5
457,7,Electrolux,,K,1.5
458,8,Electrolux,43.0,M,2.0
459,7,Electrolux,40.0,bd.,3.0
460,8,Electrolux,60.0,M,2.5
461,7,Dyson,38.0,bd.,2.0
462,10,Dyson,37.0,M,1.5
463,12,Electrolux,43.0,bd.,3.0
