,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
409,11,Beko,40.0,bd.,4.0
410,2,Dyson,29.0,M,2.0
411,4,Dyson,,K,2.0
412,5,Dyson,,bd.,2.0
413,7,Tefal,28.0,M,3.0
414,8,Dyson,26.0,M,2.0
415,7,Dyson,40.0,bd.,5.0
416,7,Beko,,bd.,2.5
417,5,Beko,59.0,M,3.5
418,7,Tefal,,bd.,1.5
419,5,Beko,,K,3.0
420,2,Beko,49.0,M,2.0
421,11,Dyson,,M,1.5
422,10,Dyson,52.0,M,2.0
423,7,Electrolux,45.0,bd.,4.0
424,12,Dyson,42.0,bd.,4.0
425,7,Electrolux,41.0,bd.,2.5
426,8,Tefal,50.0,bd.,4.0
427,6,Samsung,29.0,K,0.5
428,9,Dyson,39.0,M,2.5
429,8,Tefal,41.0,bd.,3.5
430,7,Tefal,22.0,bd.,1.5
