,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
172,9,Dyson,26.0,M,1.5
173,5,Dyson,29.0,K,0.5
174,8,Electrolux,,K,2.5
175,7,Dyson,46.0,K,3.5
176,11,Electrolux,30.0,M,3.0
177,10,Electrolux,50.0,M,0.5
178,8,Dyson,54.0,K,3.5
179,5,Dyson,34.0,K,2.5
180,7,Dyson,58.0,M,3.0
181,8,Electrolux,34.0,M,1.5
182,11,Dyson,40.0,K,3.5
183,5,Dyson,26.0,M,4.0
184,5,Samsung,42.0,M,2.5
185,7,Electrolux,51.0,K,1.5
186,7,Electrolux,,M,3.0
187,6,Dyson,49.0,K,1.0
188,8,Electrolux,38.0,M,2.5
189,8,Dyson,31.0,K,1.0
190,6,Tefal,33.0,M,3.5
191,4,Dyson,44.0,M,3.5
192,12,Samsung,56.0,K,0.5
193,6,Electrolux,26.0,M,3.0
194,8,Dyson,37.0,M,2.0
195,4,Electrolux,34.0,K,2.5
196,4,Samsung,35.0,M,2.5
197,5,Electrolux,33.0,M,4.5
198,6,Samsung,49.0,M,1.5
199,8,Samsung,21.0,M,2.5
200,7,Electrolux,21.0,M,1.0
201,7,Samsung,33.0,K,2.5
202,7,Electrolux,,K,2.0
203,8,Samsung,39.0,M,2.0
204,4,Samsung,47.0,K,1.5
205,9,Dyson,52.0,M,1.5
206,10,Dyson,,M,2.0
207,10,Dyson,36.0,K,2.0
208,5,Samsung,64.0,K,2.0
209,8,Samsung,43.0,K,2.5
210,8,Samsung,43.0,M,2.5
211,7,Dyson,33.0,K,2.5
212,6,Samsung,35.0,K,3.0
213,4,Electrolux,23.0,K,1.0
214,5,Beko,46.0,M,3.5
215,7,Dyson,,M,1.0
216,9,Samsung,61.0,K,3.0
217,6,Dyson,21.0,K,3.5
218,2,Dyson,37.0,K,2.5
219,4,Dyson,29.0,M,2.0
220,9,Dyson,34.0,K,1.5
221,8,Beko,33.0,M,1.5
222,11,Dyson,40.0,M,1.0
223,7,Beko,48.0,M,1.5
224,6,Dyson,45.0,M,2.0
225,10,Dyson,52.0,M,3.0
226,7,Beko,62.0,K,1.5
227,8,Electrolux,49.0,M,1.0
228,2,Dyson,41.0,K,1.5
229,11,Tefal,34.0,M,3.5
230,5,Samsung,36.0,M,0.0
231,5,Samsung,40.0,M,3.0
232,3,Samsung,49.0,M,4.0
233,14,Beko,36.0,M,3.5
234,7,Samsung,36.0,K,2.5
235,10,Tefal,40.0,K,2.0
236,6,Dyson,46.0,M,2.5
237,11,Beko,38.0,M,3.5
238,3,Dyson,34.0,M,2.0
239,4,Dyson,40.0,M,1.5
240,9,Dyson,42.0,M,1.5
241,11,Dyson,30.0,M,2.5
242,5,Samsung,36.0,K,2.5
243,4,Dyson,33.0,M,4.0
244,5,Dyson,,M,2.5
245,10,Dyson,48.0,M,2.0
246,12,Samsung,44.0,M,2.5
247,6,Dyson,,M,3.5
248,5,Dyson,47.0,K,2.5
249,6,Tefal,49.0,M,3.5
250,9,Samsung,37.0,M,3.5
251,3,Beko,44.0,M,2.5
252,5,Beko,,K,3.0
253,6,Beko,46.0,K,2.5
254,7,Dyson,60.0,M,3.0
255,9,Dyson,21.0,K,3.5
256,4,Samsung,30.0,K,3.5
257,9,Beko,,M,3.5
258,5,Samsung,60.0,M,3.0
259,5,Dyson,49.0,K,5.0
260,7,Electrolux,38.0,K,3.5
261,5,Dyson,35.0,M,2.0
262,12,Samsung,,M,2.0
263,10,Samsung,40.0,M,1.5
264,6,Beko,25.0,M,0.5
265,7,Electrolux,42.0,M,2.5
266,4,Samsung,51.0,K,2.5
267,8,Samsung,35.0,M,1.5
268,6,Samsung,54.0,M,1.5
269,8,Samsung,46.0,M,2.0
270,9,Samsung,70.0,M,2.5
271,7,Dyson,29.0,K,3.0
272,7,Samsung,43.0,M,3.0
273,9,Electrolux,35.0,M,1.5
274,10,Beko,41.0,M,2.5
275,6,Dyson,47.0,K,4.0
276,2,Tefal,59.0,M,0.5
277,8,Beko,61.0,M,2.0
278,4,Samsung,,M,2.5
279,8,Beko,49.0,M,4.0
280,4,Electrolux,28.0,M,1.0
281,7,Dyson,35.0,M,1.5
282,1,Dyson,44.0,M,2.0
283,5,Dyson,33.0,M,1.5
284,7,Samsung,31.0,K,1.5
285,8,Dyson,28.0,K,0.5
286,7,Samsung,31.0,M,1.0
287,12,Electrolux,19.0,M,3.0
288,4,Dyson,37.0,M,2.0
289,10,Tefal,27.0,M,3.5
290,3,Samsung,30.0,K,2.0
291,8,Samsung,39.0,K,3.5
292,12,Electrolux,27.0,M,2.0
293,9,Samsung,33.0,M,1.5
294,7,Samsung,39.0,M,2.5
295,6,Samsung,49.0,M,4.0
296,5,Samsung,40.0,K,1.5
297,6,Dyson,36.0,K,2.5
298,13,Samsung,42.0,M,2.5
299,7,Samsung,24.0,M,3.5
300,9,Electrolux,40.0,K,3.0
301,5,Electrolux,41.0,M,2.5
302,6,Dyson,52.0,K,2.0
303,6,Dyson,31.0,M,2.5
304,7,Dyson,39.0,M,1.5
305,9,Dyson,41.0,K,5.0
306,7,Dyson,38.0,M,1.5
307,11,Dyson,28.0,M,1.5
308,7,Dyson,35.0,K,2.5
309,6,Dyson,23.0,K,3.0
310,13,Samsung,31.0,M,3.0
311,6,Beko,51.0,M,4.0
312,7,Beko,39.0,K,2.0
313,9,Dyson,36.0,K,5.0
314,6,Dyson,38.0,M,0.5
315,9,Dyson,54.0,M,1.5
316,6,Dyson,38.0,M,1.0
317,4,Dyson,34.0,M,2.0
318,8,Samsung,35.0,K,1.5
319,4,Tefal,36.0,M,1.5
320,6,Samsung,23.0,K,2.5
321,6,Beko,39.0,K,2.0
322,8,Samsung,55.0,K,1.0
323,8,Dyson,65.0,M,4.0
324,3,Samsung,,K,4.5
325,7,Samsung,50.0,K,2.5
326,4,Dyson,39.0,K,0.0
327,5,Samsung,47.0,M,3.0
328,6,Dyson,35.0,M,4.0
329,9,Samsung,52.0,K,4.0
330,4,Samsung,42.0,M,1.5
331,7,Dyson,41.0,M,4.0
332,8,Dyson,35.0,K,3.5
333,6,Electrolux,42.0,M,4.0
334,14,Dyson,51.0,K,3.0
335,8,Dyson,33.0,M,1.5
336,4,Dyson,,K,2.5
337,7,Samsung,39.0,M,4.5
338,3,Samsung,38.0,K,3.0
339,4,Samsung,49.0,M,2.0
340,10,Samsung,,M,0.0
341,7,Dyson,40.0,M,1.0
342,6,Beko,,M,2.5
343,5,Tefal,42.0,M,3.5
344,3,Samsung,51.0,M,1.5
345,11,Dyson,46.0,K,2.5
346,9,Tefal,41.0,M,0.5
347,8,Samsung,44.0,M,2.5
348,7,Electrolux,35.0,K,3.5
349,7,Samsung,42.0,M,1.5
350,4,Samsung,34.0,M,2.0
351,12,Samsung,43.0,M,2.0
352,10,Electrolux,,M,1.5
353,7,Samsung,38.0,M,2.5
354,6,Samsung,31.0,M,0.5
355,11,Samsung,40.0,K,2.0
356,7,Dyson,43.0,M,2.0
357,5,Samsung,36.0,K,1.5
358,5,Beko,31.0,M,1.0
359,7,Beko,50.0,K,2.0
360,3,Beko,39.0,M,2.0
361,7,Beko,39.0,K,3.0
362,9,Samsung,,M,3.0
363,5,Dyson,48.0,K,2.5
364,5,Samsung,39.0,M,2.0
365,6,Electrolux,,M,3.0
366,11,Beko,39.0,K,3.0
367,6,Dyson,23.0,K,2.5
368,3,Dyson,38.0,M,5.0
369,8,Electrolux,37.0,M,1.0
370,5,Dyson,43.0,K,2.0
371,6,Samsung,44.0,M,2.5
372,8,Beko,43.0,K,3.5
373,7,Dyson,47.0,M,0.5
374,4,Tefal,42.0,M,1.0
375,4,Samsung,30.0,M,3.5
376,9,Electrolux,30.0,M,3.5
377,6,Samsung,,M,1.5
378,1,Dyson,24.0,M,1.5
379,9,Electrolux,37.0,M,1.5
380,5,Dyson,49.0,M,5.0
381,6,Samsung,47.0,M,2.5
382,8,Dyson,39.0,K,5.0
383,4,Dyson,47.0,M,3.5
384,11,Beko,29.0,K,2.5
385,4,Samsung,32.0,M,1.5
386,4,Samsung,42.0,M,3.5
387,9,Samsung,29.0,K,3.0
388,11,Samsung,35.0,M,3.0
389,7,Samsung,58.0,K,2.0
390,4,Samsung,,M,3.0
391,7,Electrolux,43.0,M,2.5
392,5,Dyson,,M,4.0
393,9,Dyson,38.0,M,1.5
394,8,Electrolux,38.0,M,4.0
395,5,Dyson,53.0,M,0.5
396,7,Electrolux,45.0,K,2.5
397,12,Beko,31.0,M,2.5
398,5,Samsung,,K,3.5
399,9,Dyson,32.0,M,2.5
400,5,Samsung,62.0,M,1.5
401,7,Samsung,38.0,M,1.5
402,9,Samsung,57.0,M,2.5
403,7,Dyson,,K,2.5
404,7,Samsung,50.0,M,0.5
405,8,Samsung,46.0,M,4.0
406,8,Electrolux,51.0,K,1.0
407,6,Dyson,,M,2.0
408,9,Dyson,,M,2.5
409,4,Tefal,28.0,bd.,0.5
410,7,Samsung,,K,3.0
411,5,Samsung,66.0,K,2.5
412,8,Electrolux,35.0,M,2.0
413,5,Beko,43.0,M,4.0
414,8,Dyson,41.0,M,2.0
415,4,Dyson,44.0,M,1.0
416,11,Electrolux,51.0,M,2.0
417,8,Dyson,31.0,M,2.0
418,7,Electrolux,30.0,M,1.5
419,6,Samsung,44.0,K,1.5
420,6,Dyson,25.0,M,3.5
421,5,Dyson,41.0,M,2.0
422,5,Dyson,57.0,K,1.5
423,1,Beko,33.0,M,2.5
424,6,Dyson,45.0,M,4.0
425,6,Electrolux,30.0,M,2.0
426,3,Dyson,43.0,M,1.0
427,3,Dyson,36.0,M,2.5
428,7,Samsung,37.0,M,2.5
429,8,Samsung,,M,1.5
430,8,Beko,42.0,M,3.0
431,6,Tefal,37.0,K,1.5
432,3,Electrolux,45.0,M,0.5
433,5,Dyson,48.0,M,2.0
434,6,Dyson,47.0,M,2.5
435,7,Samsung,43.0,M,1.0
436,6,Samsung,40.0,K,2.5
437,6,Beko,56.0,K,2.5
438,11,Electrolux,43.0,M,3.0
439,8,Samsung,49.0,K,4.0
440,7,Samsung,27.0,M,1.0
441,9,Samsung,34.0,K,2.0
442,11,Samsung,18.0,M,2.5
443,8,Dyson,,M,2.5
444,8,Dyson,35.0,M,2.5
445,11,Dyson,40.0,M,1.5
446,5,Dyson,41.0,M,3.0
447,7,Beko,53.0,K,3.5
448,6,Dyson,27.0,M,2.5
449,7,Beko,33.0,M,1.0
450,7,Samsung,43.0,M,2.5
451,7,Dyson,33.0,M,1.0
452,8,Samsung,37.0,K,3.0
453,1,Dyson,,M,2.0
454,6,Dyson,44.0,M,2.0
455,4,Samsung,49.0,K,3.5
456,10,Beko,36.0,M,1.5
457,7,Dyson,20.0,M,2.0
458,6,Dyson,40.0,K,3.0
459,5,Dyson,55.0,M,1.0
460,3,Dyson,36.0,K,1.5
461,5,Dyson,36.0,K,1.0
462,5,Samsung,27.0,K,3.5
463,6,Dyson,41.0,M,3.5
464,6,Dyson,,K,1.0
465,4,Electrolux,46.0,K,2.5
466,3,Beko,44.0,M,1.0
