,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
199,7,Samsung,38.0,bd.,2.0
200,4,Samsung,62.0,M,1.0
201,7,Tefal,,M,3.5
202,12,Samsung,44.0,bd.,2.0
203,5,Samsung,41.0,bd.,2.0
204,4,Electrolux,51.0,M,1.5
205,6,Electrolux,,bd.,2.5
206,2,Electrolux,,M,4.5
207,8,Electrolux,,K,2.5
208,11,Electrolux,35.0,bd.,3.0
209,4,Electrolux,27.0,K,1.0
210,7,Electrolux,,K,3.0
211,3,Electrolux,27.0,K,1.0
212,6,Electrolux,46.0,M,2.5
213,9,Tefal,42.0,K,3.0
214,2,Tefal,39.0,M,5.0
215,7,Tefal,,M,3.0
216,2,Electrolux,40.0,K,2.5
217,7,Electrolux,45.0,bd.,1.5
218,2,Electrolux,39.0,M,1.5
219,7,Samsung,,bd.,2.0
220,7,Electrolux,45.0,K,3.5
221,7,Samsung,36.0,M,2.0
222,11,Electrolux,47.0,M,2.5
223,3,Tefal,47.0,bd.,0.5
224,8,Electrolux,43.0,bd.,1.5
225,9,Samsung,32.0,K,2.5
226,7,Electrolux,34.0,M,2.0
227,8,Electrolux,41.0,M,3.5
228,11,Samsung,48.0,K,3.0
229,3,Tefal,,M,1.5
230,7,Beko,35.0,M,3.0
231,8,Electrolux,36.0,M,3.0
232,7,Dyson,44.0,bd.,2.5
233,7,Dyson,35.0,bd.,2.5
234,9,Electrolux,50.0,K,2.5
235,9,Beko,47.0,M,1.5
236,6,Electrolux,44.0,M,2.0
237,7,Electrolux,33.0,bd.,2.0
238,10,Electrolux,34.0,K,1.5
239,8,Dyson,42.0,K,3.0
240,6,Samsung,36.0,K,2.0
241,5,Electrolux,19.0,K,3.0
242,7,Electrolux,48.0,bd.,2.0
243,8,Samsung,44.0,K,2.0
244,8,Electrolux,49.0,M,1.5
245,4,Electrolux,41.0,M,3.5
246,7,Electrolux,56.0,K,3.0
247,4,Electrolux,40.0,K,1.0
248,16,Dyson,40.0,M,4.0
249,8,Electrolux,38.0,bd.,2.0
250,3,Tefal,56.0,K,0.0
251,5,Samsung,35.0,bd.,0.5
252,8,Electrolux,41.0,K,1.0
253,6,Samsung,49.0,bd.,3.5
254,9,Electrolux,29.0,K,2.0
255,11,Electrolux,48.0,M,4.0
256,7,Tefal,,K,1.5
257,4,Samsung,49.0,K,2.5
258,4,Electrolux,,bd.,2.0
259,8,Samsung,36.0,K,1.0
260,8,Beko,40.0,K,1.5
261,7,Electrolux,47.0,bd.,3.0
262,8,Electrolux,66.0,K,2.0
263,4,Tefal,36.0,K,1.5
264,5,Samsung,25.0,bd.,4.0
265,11,Electrolux,63.0,K,1.5
266,8,Tefal,40.0,K,3.0
267,3,Samsung,25.0,M,3.5
268,5,Electrolux,46.0,K,5.0
269,6,Dyson,43.0,K,2.0
270,2,Electrolux,43.0,K,3.5
271,2,Tefal,41.0,M,2.5
272,6,Samsung,42.0,M,4.0
273,6,Beko,,M,3.0
274,10,Electrolux,36.0,K,2.0
275,4,Tefal,39.0,M,3.0
276,8,Tefal,,bd.,4.0
277,8,Dyson,,M,1.5
278,6,Electrolux,32.0,bd.,2.0
279,3,Electrolux,38.0,M,2.0
280,7,Electrolux,29.0,M,2.5
281,7,Tefal,50.0,bd.,1.5
282,5,Samsung,48.0,K,4.0
283,2,Electrolux,43.0,M,2.0
284,5,Electrolux,30.0,M,1.5
285,6,Samsung,36.0,M,1.5
286,6,Electrolux,27.0,K,4.5
287,9,Electrolux,34.0,K,2.0
288,12,Electrolux,23.0,K,1.5
289,6,Electrolux,41.0,K,2.0
290,6,Tefal,20.0,bd.,2.5
291,7,Beko,39.0,bd.,3.0
292,5,Electrolux,40.0,M,2.5
293,10,Electrolux,35.0,K,3.0
294,12,Electrolux,,M,1.5
295,7,Electrolux,43.0,K,1.5
296,6,Electrolux,37.0,bd.,5.0
297,1,Tefal,57.0,bd.,2.5
298,3,Electrolux,,M,5.0
299,6,Samsung,46.0,bd.,1.0
300,4,Electrolux,44.0,M,3.5
301,5,Dyson,37.0,M,1.0
302,7,Tefal,37.0,M,3.0
303,7,Samsung,,K,2.5
304,7,Tefal,43.0,K,3.0
305,9,Electrolux,33.0,M,4.0
306,9,Electrolux,41.0,M,4.0
307,4,Electrolux,48.0,M,3.5
308,12,Electrolux,42.0,K,2.5
309,7,Electrolux,42.0,M,5.0
310,7,Tefal,27.0,bd.,3.0
311,12,Samsung,42.0,K,0.5
312,6,Electrolux,20.0,M,2.5
313,9,Samsung,64.0,M,2.5
314,5,Dyson,44.0,bd.,2.0
315,9,Electrolux,40.0,K,3.5
316,5,Electrolux,46.0,M,1.5
317,7,Tefal,40.0,K,2.0
318,4,Samsung,54.0,K,3.0
319,6,Electrolux,34.0,bd.,5.0
320,4,Tefal,27.0,bd.,0.5
321,14,Electrolux,41.0,M,3.5
322,6,Tefal,54.0,K,3.5
323,9,Electrolux,,M,2.0
324,5,Electrolux,43.0,M,3.0
325,6,Dyson,34.0,bd.,2.0
326,4,Electrolux,,bd.,2.0
327,10,Tefal,24.0,bd.,4.0
328,3,Electrolux,28.0,bd.,4.0
329,4,Electrolux,22.0,K,2.0
330,14,Electrolux,37.0,bd.,1.5
331,5,Tefal,26.0,K,3.5
332,9,Samsung,45.0,K,2.5
333,8,Beko,34.0,M,3.0
334,9,Beko,48.0,K,2.0
335,9,Tefal,22.0,K,3.5
336,11,Electrolux,36.0,K,3.0
337,3,Tefal,22.0,bd.,3.5
338,9,Samsung,51.0,M,5.0
339,5,Dyson,44.0,bd.,1.5
340,6,Electrolux,,bd.,2.0
341,10,Samsung,40.0,K,1.5
342,8,Samsung,23.0,M,2.5
343,9,Electrolux,,K,2.0
344,9,Tefal,34.0,bd.,3.0
345,7,Electrolux,48.0,K,2.5
346,14,Electrolux,27.0,M,1.5
347,5,Electrolux,48.0,K,1.5
348,6,Electrolux,39.0,M,4.5
349,5,Electrolux,46.0,K,4.5
350,5,Dyson,43.0,M,0.5
351,8,Electrolux,39.0,K,0.5
352,12,Samsung,45.0,K,4.0
353,8,Electrolux,,M,2.0
354,3,Tefal,52.0,K,3.0
355,8,Tefal,,bd.,0.5
356,10,Tefal,52.0,M,1.5
357,5,Tefal,49.0,bd.,2.0
358,9,Electrolux,42.0,K,2.0
359,8,Samsung,46.0,K,4.0
360,6,Samsung,52.0,M,1.0
361,5,Beko,47.0,bd.,2.0
362,10,Electrolux,25.0,bd.,2.0
363,2,Tefal,42.0,M,2.0
364,5,Tefal,57.0,K,1.5
365,4,Electrolux,31.0,bd.,2.5
366,5,Electrolux,50.0,K,3.0
367,12,Electrolux,31.0,M,4.5
368,5,Samsung,37.0,K,3.0
369,10,Electrolux,34.0,M,5.0
370,4,Electrolux,26.0,bd.,2.5
371,8,Tefal,46.0,K,3.5
372,4,Electrolux,,M,2.5
373,5,Beko,32.0,K,4.0
374,8,Dyson,58.0,M,2.0
375,4,Electrolux,,M,2.5
376,8,Samsung,,K,2.5
377,10,Samsung,18.0,K,2.0
378,5,Electrolux,35.0,M,2.5
379,8,Tefal,30.0,M,1.5
380,11,Samsung,39.0,K,3.5
381,8,Samsung,49.0,bd.,5.0
382,6,Electrolux,54.0,K,4.0
383,7,Electrolux,34.0,M,2.0
384,7,Samsung,37.0,K,2.5
385,13,Tefal,35.0,M,2.0
386,13,Electrolux,46.0,bd.,3.0
387,10,Dyson,24.0,bd.,2.5
388,6,Electrolux,18.0,bd.,2.5
389,5,Electrolux,49.0,bd.,4.5
390,11,Electrolux,55.0,bd.,2.5
391,3,Electrolux,41.0,M,2.0
392,7,Samsung,45.0,bd.,3.5
393,8,Electrolux,33.0,bd.,3.0
394,9,Tefal,,bd.,1.5
395,11,Beko,57.0,M,4.0
396,6,Samsung,35.0,M,2.0
397,5,Electrolux,42.0,K,5.0
398,7,Tefal,35.0,bd.,5.0
399,7,Electrolux,36.0,K,3.5
400,7,Electrolux,41.0,bd.,3.5
401,7,Electrolux,40.0,K,4.0
402,4,Electrolux,33.0,M,2.0
403,6,Electrolux,49.0,K,2.0
404,6,Electrolux,31.0,M,4.0
405,7,Electrolux,54.0,K,2.0
406,8,Tefal,37.0,M,4.0
407,10,Electrolux,34.0,K,1.5
408,4,Electrolux,35.0,M,2.5
409,6,Electrolux,33.0,K,2.5
410,8,Electrolux,28.0,bd.,2.5
411,11,Beko,51.0,K,3.0
412,4,Tefal,54.0,K,3.0
413,5,Electrolux,45.0,M,4.5
414,8,Samsung,44.0,bd.,1.5
415,6,Samsung,40.0,bd.,2.0
416,9,Electrolux,33.0,K,2.5
417,5,Electrolux,45.0,M,2.0
418,4,Electrolux,24.0,M,2.0
419,5,Dyson,43.0,bd.,3.0
420,10,Electrolux,,M,3.0
421,7,Dyson,32.0,K,1.5
422,7,Electrolux,,K,2.0
423,6,Tefal,46.0,K,2.5
424,7,Dyson,44.0,bd.,2.0
425,6,Beko,,bd.,4.5
426,7,Samsung,60.0,M,3.0
427,1,Electrolux,57.0,K,2.0
428,5,Electrolux,,K,4.0
429,9,Samsung,34.0,K,2.0
430,9,Electrolux,32.0,M,1.5
431,6,Tefal,,M,2.0
432,7,Electrolux,60.0,K,2.5
433,8,Electrolux,38.0,K,1.5
434,7,Electrolux,42.0,M,1.5
435,6,Dyson,48.0,K,2.0
436,7,Tefal,32.0,M,2.0
437,7,Dyson,25.0,M,4.0
438,4,Electrolux,34.0,M,3.0
439,10,Beko,42.0,bd.,3.5
440,10,Electrolux,45.0,bd.,4.5
441,2,Electrolux,35.0,bd.,2.5
442,7,Dyson,27.0,K,5.0
443,10,Electrolux,48.0,M,0.0
444,8,Dyson,34.0,M,2.5
445,3,Tefal,48.0,K,3.5
446,4,Electrolux,41.0,K,3.0
447,7,Tefal,34.0,M,3.5
448,5,Electrolux,51.0,K,2.5
449,6,Electrolux,27.0,bd.,2.0
450,12,Dyson,,M,3.5
451,6,Electrolux,,M,2.5
452,13,Electrolux,49.0,bd.,1.0
453,8,Electrolux,55.0,bd.,3.0
454,6,Beko,33.0,K,1.5
455,6,Electrolux,53.0,K,2.5
456,12,Electrolux,,bd.,3.5
457,6,Tefal,33.0,M,4.5
458,4,Tefal,32.0,bd.,3.0
459,7,Tefal,42.0,M,0.0
460,9,Electrolux,35.0,K,0.5
461,4,Electrolux,56.0,M,3.5
462,9,Dyson,51.0,M,1.0
463,10,Electrolux,39.0,M,0.5
464,6,Electrolux,29.0,M,2.5
465,6,Tefal,40.0,K,4.5
466,6,Electrolux,60.0,M,4.5
467,3,Electrolux,42.0,bd.,1.5
468,9,Dyson,38.0,bd.,1.0
469,6,Electrolux,53.0,bd.,1.5
470,11,Electrolux,38.0,bd.,1.0
471,5,Tefal,38.0,K,1.0
472,7,Electrolux,46.0,bd.,1.5
473,2,Electrolux,32.0,M,2.0
474,7,Tefal,46.0,bd.,2.0
475,7,Samsung,49.0,bd.,4.5
476,7,Tefal,29.0,bd.,4.0
477,4,Electrolux,26.0,M,3.0
478,3,Electrolux,35.0,M,2.5
479,4,Tefal,,K,1.5
480,5,Tefal,51.0,bd.,3.0
481,9,Electrolux,33.0,M,3.0
482,7,Dyson,33.0,M,1.5
483,4,Dyson,41.0,bd.,3.5
484,5,Beko,54.0,K,2.5
485,6,Tefal,55.0,bd.,2.5
486,6,Electrolux,30.0,K,0.0
487,3,Electrolux,52.0,bd.,3.0
488,10,Electrolux,48.0,bd.,3.0
489,5,Beko,29.0,K,2.5
490,9,Tefal,,K,1.0
491,7,Electrolux,,M,2.0
492,11,Tefal,62.0,K,5.0
493,6,Electrolux,,bd.,1.5
494,5,Electrolux,,K,4.0
495,7,Tefal,33.0,K,1.0
496,11,Electrolux,41.0,K,2.0
497,7,Tefal,41.0,M,2.0
498,9,Tefal,27.0,M,2.5
499,5,Electrolux,31.0,bd.,1.0
500,6,Samsung,48.0,M,0.5
501,7,Electrolux,36.0,bd.,1.0
502,7,Electrolux,51.0,K,3.0
503,8,Electrolux,28.0,bd.,1.5
504,8,Electrolux,30.0,M,1.5
505,4,Electrolux,69.0,K,1.0
506,9,Dyson,42.0,M,3.0
507,9,Samsung,,M,3.5
508,5,Tefal,27.0,M,2.5
509,4,Samsung,31.0,K,2.0
510,4,Electrolux,76.0,M,2.5
511,6,Beko,43.0,bd.,3.5
512,7,Electrolux,53.0,bd.,2.0
513,6,Samsung,33.0,K,1.5
514,5,Electrolux,40.0,K,0.5
515,12,Electrolux,45.0,K,4.5
516,6,Samsung,26.0,bd.,1.0
517,7,Dyson,,K,2.0
518,7,Electrolux,28.0,bd.,1.5
519,8,Electrolux,52.0,K,3.5
520,6,Tefal,57.0,M,1.5
