,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
227,5,Beko,34.0,K,4.0
228,4,Electrolux,41.0,M,1.5
229,7,Electrolux,37.0,bd.,1.5
230,5,Electrolux,38.0,M,2.0
231,5,Beko,,bd.,2.5
232,6,Dyson,28.0,bd.,2.0
233,6,Dyson,55.0,bd.,1.5
234,5,Beko,40.0,M,2.0
235,9,Electrolux,51.0,bd.,3.0
236,10,Electrolux,32.0,M,4.0
237,8,Dyson,30.0,bd.,1.5
238,10,Tefal,41.0,bd.,3.5
239,5,Beko,49.0,M,2.5
240,4,Dyson,46.0,bd.,4.5
241,6,Electrolux,56.0,M,4.0
242,6,Dyson,34.0,M,5.0
243,6,Beko,34.0,bd.,4.0
244,4,Dyson,40.0,bd.,2.5
245,6,Samsung,44.0,bd.,1.5
246,7,Samsung,46.0,M,2.0
247,6,Dyson,52.0,M,1.0
248,3,Electrolux,35.0,M,0.5
249,4,Dyson,58.0,bd.,4.0
250,9,Beko,26.0,M,5.0
251,3,Tefal,32.0,M,2.5
252,4,Beko,38.0,M,3.0
253,5,Beko,52.0,M,4.0
254,11,Electrolux,26.0,M,0.5
255,5,Dyson,54.0,M,4.0
256,9,Electrolux,33.0,M,3.5
257,9,Samsung,68.0,M,2.0
258,5,Electrolux,43.0,M,2.5
259,8,Electrolux,40.0,M,2.0
260,1,Tefal,52.0,bd.,2.5
261,9,Electrolux,37.0,K,2.0
262,11,Electrolux,56.0,bd.,1.5
263,11,Dyson,29.0,K,2.0
264,4,Dyson,27.0,M,2.5
265,6,Beko,43.0,bd.,5.0
266,8,Electrolux,27.0,M,3.0
267,6,Electrolux,30.0,bd.,4.0
268,8,Samsung,37.0,K,4.0
269,4,Beko,45.0,M,2.0
270,8,Electrolux,,M,1.5
271,4,Beko,34.0,K,2.5
272,10,Beko,24.0,K,1.0
273,9,Beko,34.0,bd.,1.0
274,5,Electrolux,37.0,K,1.5
275,10,Electrolux,48.0,bd.,1.5
276,4,Samsung,35.0,K,2.5
277,9,Electrolux,44.0,bd.,3.5
278,3,Dyson,38.0,M,3.0
279,8,Beko,23.0,bd.,2.5
280,8,Samsung,38.0,M,1.5
281,6,Samsung,48.0,M,2.0
282,4,Dyson,54.0,M,2.5
283,8,Dyson,33.0,M,4.0
284,3,Beko,48.0,bd.,3.0
285,4,Beko,47.0,bd.,3.5
286,4,Electrolux,24.0,M,1.5
287,4,Beko,33.0,bd.,2.0
288,8,Dyson,22.0,M,2.0
289,4,Electrolux,26.0,M,5.0
290,11,Dyson,39.0,K,4.0
291,6,Dyson,29.0,bd.,3.0
292,6,Dyson,18.0,bd.,2.5
293,8,Beko,,bd.,4.0
294,5,Tefal,45.0,bd.,2.0
295,9,Beko,38.0,bd.,2.0
296,3,Beko,43.0,M,1.0
297,7,Beko,52.0,M,2.5
298,10,Beko,49.0,K,0.5
299,6,Beko,40.0,bd.,4.0
300,7,Beko,35.0,M,2.5
301,8,Electrolux,43.0,K,3.5
302,9,Dyson,,bd.,2.0
303,1,Electrolux,47.0,M,3.5
304,4,Electrolux,23.0,K,2.0
305,6,Dyson,37.0,bd.,3.0
306,3,Beko,,M,3.5
307,5,Electrolux,27.0,M,2.0
308,6,Beko,35.0,bd.,2.5
309,9,Electrolux,34.0,M,4.0
310,6,Beko,37.0,M,1.5
311,11,Beko,45.0,M,0.5
312,10,Beko,,bd.,2.5
313,4,Beko,40.0,M,3.0
314,9,Electrolux,40.0,bd.,2.5
315,8,Beko,33.0,bd.,3.5
316,7,Tefal,35.0,M,3.5
317,8,Electrolux,49.0,bd.,3.0
318,6,Beko,43.0,bd.,5.0
319,6,Tefal,45.0,K,3.5
320,4,Beko,52.0,M,4.0
321,5,Electrolux,40.0,M,2.5
322,4,Dyson,42.0,M,4.0
323,6,Electrolux,29.0,bd.,2.0
324,12,Electrolux,48.0,bd.,2.0
325,10,Dyson,59.0,M,3.5
326,8,Beko,43.0,K,3.0
327,2,Beko,24.0,M,2.0
328,7,Electrolux,41.0,M,2.0
329,8,Electrolux,39.0,K,2.0
330,8,Dyson,49.0,M,1.5
331,1,Beko,46.0,M,2.5
332,8,Electrolux,46.0,bd.,1.0
333,5,Beko,44.0,M,1.5
334,3,Electrolux,26.0,bd.,2.5
335,9,Electrolux,32.0,bd.,1.5
336,3,Beko,,bd.,1.0
337,7,Dyson,51.0,M,2.0
338,6,Electrolux,35.0,bd.,4.5
339,6,Electrolux,,bd.,2.5
340,4,Beko,48.0,bd.,3.0
341,8,Dyson,35.0,bd.,2.0
342,0,Tefal,,bd.,3.0
343,5,Electrolux,49.0,M,3.0
344,7,Beko,38.0,M,3.0
345,6,Beko,49.0,bd.,2.5
346,9,Electrolux,53.0,bd.,3.5
347,4,Dyson,40.0,K,3.5
348,11,Electrolux,24.0,bd.,4.5
349,9,Electrolux,54.0,bd.,4.0
350,8,Electrolux,,bd.,3.5
351,8,Samsung,,M,2.0
352,9,Samsung,35.0,bd.,3.5
353,8,Beko,,K,1.0
354,7,Electrolux,20.0,bd.,1.5
355,10,Beko,46.0,bd.,1.5
356,12,Beko,54.0,M,2.5
357,4,Beko,49.0,bd.,1.5
358,8,Beko,42.0,M,2.0
359,2,Electrolux,47.0,M,1.5
360,7,Electrolux,36.0,M,4.5
361,10,Dyson,36.0,M,2.0
362,5,Beko,37.0,M,2.5
363,7,Beko,35.0,bd.,1.0
364,8,Electrolux,43.0,M,1.5
365,5,Electrolux,39.0,bd.,0.5
366,8,Electrolux,46.0,bd.,2.0
367,11,Tefal,41.0,bd.,1.0
368,5,Dyson,49.0,bd.,4.0
369,4,Electrolux,41.0,bd.,2.0
370,15,Dyson,43.0,bd.,1.0
371,6,Dyson,,M,1.5
372,5,Beko,51.0,K,2.5
373,9,Beko,41.0,M,3.0
374,7,Dyson,34.0,bd.,5.0
375,7,Samsung,64.0,bd.,4.5
376,7,Beko,51.0,bd.,3.5
377,6,Electrolux,54.0,M,1.5
378,6,Dyson,35.0,bd.,0.0
379,5,Beko,44.0,bd.,3.0
380,5,Beko,61.0,M,2.0
381,6,Dyson,59.0,M,1.0
382,9,Beko,47.0,bd.,4.5
383,14,Beko,44.0,M,3.5
384,4,Electrolux,51.0,bd.,0.5
385,8,Beko,42.0,M,3.0
386,10,Electrolux,50.0,K,1.5
387,8,Electrolux,46.0,bd.,3.0
388,3,Dyson,45.0,bd.,1.0
389,12,Beko,47.0,M,4.0
390,2,Beko,46.0,bd.,4.0
391,6,Electrolux,48.0,bd.,1.5
392,4,Electrolux,30.0,M,2.5
393,4,Tefal,37.0,M,1.0
394,5,Beko,49.0,M,3.0
395,6,Beko,40.0,bd.,1.5
396,7,Electrolux,29.0,M,1.0
397,7,Beko,32.0,bd.,2.0
398,8,Dyson,40.0,bd.,2.0
399,10,Electrolux,58.0,bd.,3.0
400,7,Dyson,29.0,K,2.0
401,9,Beko,40.0,M,2.5
402,8,Electrolux,35.0,M,3.0
403,8,Beko,33.0,bd.,2.5
404,9,Beko,42.0,M,3.5
405,9,Electrolux,34.0,bd.,2.0
406,3,Beko,25.0,M,2.0
407,7,Beko,48.0,M,1.5
408,8,Dyson,41.0,bd.,2.0
409,3,Electrolux,42.0,bd.,3.5
410,4,Dyson,32.0,bd.,2.5
411,13,Beko,33.0,bd.,3.0
412,5,Electrolux,36.0,M,2.5
413,6,Beko,42.0,M,4.0
414,6,Electrolux,38.0,K,2.5
415,4,Beko,48.0,bd.,1.5
416,11,Beko,41.0,K,1.5
417,8,Electrolux,49.0,bd.,3.0
418,3,Dyson,42.0,M,2.5
419,8,Electrolux,31.0,M,1.0
420,7,Beko,38.0,K,2.0
421,6,Dyson,28.0,bd.,1.5
422,7,Electrolux,41.0,M,3.5
423,7,Beko,41.0,K,1.0
424,7,Beko,38.0,K,3.5
425,3,Electrolux,,bd.,1.5
426,5,Electrolux,40.0,M,3.5
427,4,Electrolux,32.0,bd.,3.0
428,3,Beko,39.0,bd.,2.0
429,7,Dyson,44.0,bd.,1.0
430,9,Beko,29.0,bd.,3.5
431,5,Tefal,29.0,M,2.0
432,8,Beko,50.0,bd.,1.5
433,8,Beko,40.0,bd.,3.0
434,15,Beko,18.0,K,3.5
435,9,Dyson,53.0,M,3.5
436,18,Samsung,37.0,bd.,3.0
437,8,Electrolux,49.0,bd.,5.0
438,9,Electrolux,,M,2.5
439,5,Beko,49.0,bd.,2.5
440,6,Beko,46.0,M,1.5
441,6,Beko,36.0,bd.,3.0
442,7,Beko,40.0,M,2.0
443,4,Beko,30.0,M,1.5
444,8,Beko,,bd.,4.5
445,8,Tefal,29.0,bd.,0.5
446,6,Beko,43.0,bd.,2.5
447,10,Samsung,20.0,bd.,4.5
448,6,Beko,40.0,bd.,1.0
449,6,Electrolux,30.0,bd.,1.5
450,5,Beko,45.0,M,4.5
451,6,Beko,45.0,bd.,2.5
452,8,Dyson,30.0,M,3.0
453,7,Electrolux,48.0,M,3.5
454,10,Electrolux,39.0,bd.,1.5
455,10,Beko,42.0,bd.,2.0
456,7,Beko,49.0,M,3.5
457,2,Dyson,,bd.,3.0
458,5,Tefal,45.0,bd.,4.0
459,6,Samsung,33.0,bd.,1.5
460,7,Dyson,41.0,M,2.0
461,9,Samsung,42.0,M,1.5
462,5,Beko,46.0,bd.,2.0
463,10,Samsung,52.0,M,3.0
464,9,Samsung,44.0,M,3.5
465,5,Beko,26.0,M,1.5
