,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
105,10,Dyson,50.0,K,2.0
106,16,Beko,36.0,bd.,3.0
107,13,Beko,40.0,bd.,2.0
108,5,Beko,41.0,K,2.5
109,6,Beko,49.0,M,3.5
110,8,Samsung,48.0,M,2.0
111,9,Beko,,M,1.0
112,7,Beko,38.0,M,3.0
113,8,Beko,47.0,M,3.0
114,4,Beko,59.0,M,2.0
115,4,Beko,37.0,K,2.0
116,5,Tefal,41.0,M,0.5
117,7,Beko,29.0,bd.,2.0
118,5,Beko,,M,1.0
119,4,Beko,33.0,bd.,3.5
120,7,Beko,63.0,K,2.5
121,9,Dyson,28.0,M,1.0
122,8,Electrolux,46.0,M,2.5
123,8,Beko,37.0,M,2.5
124,10,Beko,27.0,M,2.5
125,10,Beko,55.0,M,1.5
126,11,Tefal,40.0,M,1.5
127,4,Beko,49.0,K,2.5
128,5,Dyson,40.0,M,2.0
129,11,Beko,43.0,bd.,1.0
130,6,Electrolux,,M,2.0
131,8,Tefal,44.0,M,1.5
132,3,Beko,38.0,K,2.5
133,6,Beko,30.0,M,4.0
134,5,Beko,55.0,M,2.0
135,7,Beko,40.0,bd.,1.5
136,6,Beko,34.0,M,2.0
137,4,Dyson,44.0,bd.,5.0
138,8,Dyson,28.0,K,2.0
139,6,Tefal,18.0,K,2.5
140,5,Dyson,54.0,K,0.0
141,6,Tefal,45.0,K,1.5
142,6,Beko,,M,2.0
143,8,Beko,31.0,M,4.0
144,6,Beko,33.0,bd.,3.0
145,4,Beko,,M,2.5
146,12,Beko,25.0,M,3.0
147,2,Beko,,M,3.5
148,10,Beko,20.0,M,1.0
149,6,Electrolux,19.0,M,1.0
150,8,Beko,25.0,bd.,2.5
151,5,Beko,30.0,K,0.5
152,6,Beko,39.0,M,2.5
153,4,Beko,38.0,M,2.0
154,6,Beko,27.0,M,1.5
155,7,Beko,,M,2.0
156,8,Beko,51.0,M,1.5
157,8,Beko,,K,3.5
158,3,Beko,44.0,M,3.5
159,6,Beko,46.0,bd.,2.0
160,7,Electrolux,33.0,bd.,2.5
161,10,Electrolux,31.0,K,1.5
162,8,Beko,37.0,M,1.5
163,6,Beko,46.0,bd.,3.5
164,10,Tefal,45.0,M,1.0
165,8,Beko,37.0,M,2.5
166,7,Beko,51.0,K,4.5
167,6,Beko,39.0,bd.,1.0
168,6,Beko,49.0,bd.,1.5
169,10,Beko,31.0,K,2.5
170,7,Beko,50.0,K,2.5
171,8,Beko,44.0,M,2.5
172,9,Electrolux,48.0,M,4.0
173,6,Electrolux,41.0,M,1.5
174,5,Samsung,40.0,M,1.5
175,4,Tefal,34.0,M,2.0
176,3,Tefal,33.0,K,4.0
177,6,Beko,40.0,K,3.0
178,10,Beko,,M,3.0
179,5,Dyson,63.0,bd.,2.5
180,6,Beko,,K,3.5
181,14,Dyson,43.0,M,3.0
182,12,Beko,26.0,K,2.0
183,7,Beko,39.0,M,2.5
184,9,Beko,29.0,bd.,3.0
185,7,Electrolux,57.0,K,3.5
186,6,Beko,21.0,K,5.0
187,7,Beko,24.0,bd.,3.0
188,11,Beko,55.0,M,2.5
189,2,Beko,,K,1.5
190,2,Beko,42.0,K,0.5
191,4,Beko,,M,1.5
192,3,Electrolux,44.0,M,3.0
193,8,Electrolux,50.0,M,2.5
194,6,Beko,34.0,M,1.5
195,7,Beko,35.0,M,2.0
196,7,Beko,37.0,M,2.0
197,3,Beko,,M,2.5
198,5,Electrolux,40.0,M,2.5
199,6,Electrolux,43.0,M,2.0
200,8,Electrolux,27.0,M,1.0
201,4,Beko,,M,3.5
202,5,Beko,32.0,K,2.0
203,12,Beko,35.0,M,2.0
204,5,Beko,47.0,bd.,1.5
205,7,Beko,49.0,M,1.5
206,9,Dyson,52.0,M,1.5
207,4,Beko,39.0,bd.,2.0
208,5,Electrolux,48.0,M,3.0
209,10,Beko,29.0,bd.,5.0
210,8,Beko,30.0,bd.,4.0
211,8,Dyson,35.0,K,2.0
212,6,Electrolux,42.0,M,3.5
213,3,Samsung,35.0,K,1.5
214,7,Beko,45.0,bd.,0.5
215,4,Beko,28.0,M,5.0
216,6,Beko,39.0,M,1.5
217,3,Beko,49.0,K,2.5
218,5,Beko,50.0,M,2.0
219,9,Beko,40.0,M,2.0
220,8,Beko,48.0,M,3.5
221,3,Tefal,46.0,K,2.5
222,11,Beko,29.0,M,1.5
223,8,Tefal,43.0,M,3.0
224,2,Beko,45.0,bd.,1.5
225,6,Samsung,,bd.,1.5
226,5,Beko,39.0,bd.,3.5
227,13,Beko,48.0,bd.,2.0
228,7,Dyson,41.0,M,4.0
229,9,Electrolux,54.0,M,2.5
230,5,Beko,55.0,K,2.0
231,8,Electrolux,57.0,M,2.5
232,5,Dyson,45.0,K,3.0
233,6,Dyson,,K,2.5
234,6,Samsung,48.0,M,3.5
235,7,Beko,43.0,bd.,2.5
236,8,Beko,53.0,bd.,0.5
237,4,Beko,33.0,M,2.0
238,10,Tefal,,M,1.5
239,11,Electrolux,65.0,M,1.5
240,6,Beko,34.0,M,2.0
241,4,Dyson,52.0,M,3.5
242,14,Beko,28.0,M,2.0
243,6,Beko,48.0,bd.,2.5
244,5,Beko,27.0,K,4.5
245,9,Beko,30.0,M,1.5
246,7,Dyson,61.0,bd.,1.0
247,8,Beko,56.0,M,2.0
248,2,Beko,,K,1.0
249,10,Beko,41.0,M,2.0
250,9,Beko,,M,2.0
251,6,Beko,30.0,M,3.0
252,9,Beko,29.0,K,2.0
253,6,Electrolux,21.0,M,1.0
254,8,Beko,28.0,bd.,1.5
255,4,Tefal,48.0,K,2.5
256,5,Beko,35.0,bd.,2.0
257,5,Beko,34.0,bd.,3.0
258,8,Dyson,,M,2.0
259,6,Tefal,30.0,bd.,2.0
260,10,Beko,33.0,bd.,2.5
261,8,Beko,25.0,M,4.5
262,9,Beko,19.0,M,1.5
263,9,Beko,35.0,M,3.5
264,9,Tefal,39.0,K,1.5
265,6,Beko,42.0,K,3.0
266,4,Beko,44.0,M,1.5
267,6,Beko,34.0,bd.,4.5
268,6,Tefal,41.0,bd.,2.5
269,8,Beko,50.0,M,3.5
270,4,Beko,38.0,M,4.0
271,10,Beko,39.0,M,2.0
272,8,Dyson,40.0,M,2.5
273,5,Beko,44.0,M,2.0
274,4,Beko,36.0,M,5.0
275,4,Beko,30.0,K,0.5
276,3,Dyson,,K,1.5
277,7,Electrolux,40.0,M,2.5
278,10,Beko,46.0,M,1.5
279,3,Beko,44.0,M,3.5
280,8,Beko,44.0,K,0.5
281,10,Beko,27.0,K,1.0
282,5,Beko,48.0,K,2.0
283,13,Beko,48.0,M,2.0
284,10,Beko,34.0,M,3.0
285,10,Tefal,37.0,K,4.0
286,7,Beko,41.0,K,3.5
287,5,Tefal,46.0,bd.,2.5
288,10,Beko,47.0,M,4.0
289,5,Dyson,,bd.,0.5
290,4,Beko,33.0,bd.,2.0
291,4,Tefal,51.0,M,0.5
292,7,Samsung,41.0,M,4.0
293,4,Beko,44.0,M,1.0
294,5,Beko,44.0,K,2.0
295,13,Beko,40.0,M,3.0
296,10,Beko,44.0,bd.,2.0
297,11,Beko,31.0,K,4.0
298,5,Beko,47.0,K,1.5
299,12,Beko,38.0,K,2.5
300,4,Beko,48.0,M,3.0
301,7,Dyson,36.0,M,4.5
302,5,Beko,20.0,M,3.0
303,8,Dyson,40.0,M,1.0
304,7,Dyson,32.0,K,5.0
305,10,Beko,59.0,M,3.5
306,4,Beko,37.0,K,3.5
307,7,Beko,,M,3.0
308,7,Tefal,45.0,M,1.5
309,7,Beko,36.0,K,2.0
310,5,Beko,21.0,bd.,4.0
311,5,Samsung,,K,1.5
312,7,Beko,38.0,M,1.5
313,12,Electrolux,,M,1.5
314,4,Beko,67.0,M,4.5
315,9,Beko,49.0,K,2.0
316,7,Beko,,K,2.0
317,8,Beko,49.0,K,2.0
318,6,Electrolux,36.0,bd.,2.5
319,7,Beko,40.0,K,1.5
320,7,Beko,34.0,M,4.5
321,5,Electrolux,,bd.,2.0
322,6,Beko,36.0,K,2.5
323,7,Electrolux,40.0,M,1.5
324,7,Beko,38.0,bd.,1.0
325,7,Tefal,38.0,K,2.5
326,8,Beko,47.0,M,1.5
327,6,Beko,53.0,M,1.0
328,9,Beko,47.0,M,1.5
329,8,Beko,27.0,bd.,2.0
330,9,Beko,34.0,bd.,1.5
331,4,Beko,25.0,K,2.5
332,3,Beko,52.0,K,1.0
333,3,Beko,37.0,M,2.0
334,6,Dyson,31.0,bd.,3.5
335,6,Beko,44.0,K,4.0
336,6,Electrolux,23.0,M,3.5
337,9,Beko,34.0,M,4.0
338,11,Beko,31.0,M,3.0
339,7,Dyson,,M,2.0
340,2,Beko,38.0,bd.,5.0
341,7,Beko,42.0,K,3.0
342,5,Beko,62.0,M,4.5
343,8,Beko,55.0,bd.,3.0
344,7,Beko,23.0,K,4.0
345,8,Beko,37.0,M,3.5
346,6,Beko,55.0,K,1.5
347,8,Electrolux,32.0,K,2.5
348,9,Beko,57.0,bd.,2.0
349,7,Beko,29.0,M,2.0
350,10,Beko,53.0,bd.,1.5
351,5,Beko,,M,4.0
352,6,Beko,28.0,M,3.0
353,5,Beko,47.0,K,5.0
354,13,Beko,43.0,K,3.5
355,9,Electrolux,25.0,M,3.0
356,14,Beko,31.0,K,2.5
357,8,Beko,49.0,bd.,3.5
358,11,Beko,42.0,M,2.5
359,4,Beko,30.0,bd.,2.5
360,9,Beko,35.0,K,0.5
361,7,Beko,58.0,M,2.5
362,4,Beko,34.0,M,2.5
363,6,Beko,40.0,M,3.0
364,7,Beko,39.0,M,3.0
365,10,Beko,49.0,M,3.5
366,8,Beko,36.0,K,2.0
367,8,Beko,18.0,K,4.0
368,3,Beko,55.0,bd.,1.5
369,11,Beko,,M,1.0
370,8,Beko,,M,4.0
371,4,Beko,,K,2.0
372,7,Tefal,41.0,M,2.5
373,5,Samsung,33.0,K,3.5
374,8,Beko,,M,2.0
375,5,Beko,33.0,M,2.0
376,8,Electrolux,40.0,K,1.5
377,7,Beko,47.0,K,2.0
378,8,Beko,,M,1.0
379,12,Dyson,40.0,K,1.5
380,4,Beko,45.0,M,1.5
381,6,Beko,36.0,K,5.0
382,2,Electrolux,,bd.,2.5
383,5,Beko,36.0,K,3.5
384,9,Electrolux,44.0,M,1.5
385,9,Beko,38.0,M,2.0
386,11,Tefal,31.0,M,3.5
387,4,Beko,42.0,bd.,1.0
388,4,Beko,40.0,bd.,2.5
389,9,Beko,25.0,K,1.0
390,8,Beko,59.0,M,1.5
391,5,Beko,41.0,M,4.0
392,7,Beko,38.0,bd.,1.5
393,8,Beko,26.0,K,3.0
394,10,Beko,53.0,K,2.5
395,9,Beko,32.0,M,3.5
396,11,Beko,30.0,M,3.5
397,7,Beko,50.0,M,1.0
398,8,Dyson,44.0,bd.,2.0
399,9,Beko,32.0,K,3.0
400,13,Beko,28.0,M,1.5
401,10,Beko,43.0,M,1.5
402,6,Dyson,32.0,K,2.0
403,11,Beko,35.0,M,2.5
404,7,Tefal,28.0,K,2.5
405,9,Beko,47.0,K,2.0
406,5,Electrolux,36.0,M,3.5
407,4,Samsung,37.0,M,3.0
408,7,Tefal,31.0,K,2.0
409,8,Tefal,,K,1.0
410,9,Beko,66.0,bd.,2.5
411,7,Beko,43.0,M,2.5
412,4,Beko,48.0,K,1.0
413,5,Beko,52.0,bd.,4.0
414,7,Tefal,42.0,K,2.5
415,12,Beko,41.0,K,4.0
416,7,Beko,44.0,M,2.5
417,4,Beko,37.0,K,1.0
418,7,Beko,42.0,M,3.5
419,10,Tefal,52.0,K,1.0
420,9,Beko,39.0,bd.,3.0
421,10,Beko,26.0,M,3.0
422,6,Beko,49.0,M,2.0
423,2,Beko,38.0,M,3.5
424,4,Electrolux,30.0,bd.,2.5
425,12,Beko,29.0,bd.,2.5
426,8,Beko,48.0,M,1.0
427,7,Beko,,bd.,3.0
428,2,Beko,38.0,K,3.5
429,9,Electrolux,28.0,bd.,3.5
430,3,Dyson,41.0,M,4.0
431,7,Beko,39.0,bd.,3.5
432,6,Tefal,70.0,bd.,5.0
433,5,Beko,43.0,M,2.0
434,7,Beko,43.0,M,2.0
435,9,Beko,42.0,bd.,3.5
436,6,Beko,35.0,bd.,3.5
437,10,Beko,25.0,M,4.5
438,1,Electrolux,41.0,K,1.0
439,9,Dyson,55.0,M,3.0
440,5,Beko,38.0,M,2.5
441,4,Electrolux,35.0,bd.,2.0
442,9,Samsung,39.0,M,1.0
443,3,Beko,49.0,M,2.5
444,11,Beko,28.0,M,0.5
445,4,Tefal,49.0,bd.,2.0
446,6,Dyson,53.0,K,2.0
447,6,Beko,27.0,M,3.5
448,10,Beko,48.0,bd.,0.5
449,4,Beko,40.0,M,1.0
450,11,Beko,39.0,M,3.0
451,8,Beko,35.0,M,2.0
452,7,Beko,44.0,M,0.5
453,15,Beko,34.0,bd.,5.0
454,8,Beko,41.0,bd.,1.5
455,6,Beko,44.0,M,1.0
456,15,Beko,40.0,M,1.0
457,6,Beko,32.0,M,2.5
458,6,Beko,47.0,K,4.0
459,10,Tefal,34.0,M,2.0
460,5,Beko,22.0,bd.,2.5
461,8,Beko,19.0,M,2.5
462,9,Electrolux,50.0,K,3.0
463,9,Beko,,K,2.0
464,5,Tefal,41.0,M,3.0
465,11,Beko,61.0,M,1.0
