,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
77,6,Samsung,39.0,M,1.5
78,4,Electrolux,,M,2.5
79,7,Tefal,39.0,M,1.0
80,3,Tefal,36.0,M,3.5
81,9,Electrolux,42.0,M,2.0
82,7,Samsung,57.0,M,2.0
83,7,Samsung,55.0,M,2.0
84,7,Samsung,25.0,M,4.5
85,8,Electrolux,,M,4.5
86,4,Electrolux,51.0,M,2.0
87,6,Samsung,30.0,M,3.5
88,8,Beko,,M,3.0
89,7,Tefal,44.0,M,3.5
90,5,Electrolux,39.0,M,3.5
91,5,Tefal,,M,3.0
92,11,Dyson,40.0,M,2.5
93,4,Samsung,,M,3.0
94,6,Dyson,,M,3.0
95,8,Tefal,49.0,M,3.0
96,6,Electrolux,,K,3.0
97,11,Tefal,38.0,K,3.0
98,8,Dyson,33.0,M,2.0
99,7,Beko,27.0,M,4.0
100,9,Samsung,40.0,M,0.5
101,6,Samsung,42.0,M,2.0
102,9,Samsung,,M,2.5
103,6,Tefal,41.0,M,0.5
104,8,Electrolux,40.0,M,0.5
105,7,Dyson,51.0,M,2.5
106,5,Dyson,45.0,M,1.5
107,10,Dyson,37.0,M,2.0
108,8,Samsung,57.0,M,1.5
109,9,Tefal,35.0,M,2.0
110,8,Tefal,,M,3.5
111,6,Samsung,23.0,M,3.0
112,7,Samsung,35.0,M,2.0
113,10,Beko,59.0,M,2.0
114,6,Electrolux,47.0,M,2.5
115,9,Electrolux,48.0,M,1.5
116,10,Tefal,46.0,M,2.0
117,3,Tefal,42.0,M,2.5
118,5,Samsung,56.0,M,3.0
119,8,Samsung,,M,3.0
120,7,Samsung,32.0,M,0.5
121,9,Dyson,45.0,M,3.0
122,7,Dyson,31.0,K,0.5
123,6,Beko,35.0,M,3.5
124,12,Samsung,,M,3.0
125,2,Tefal,43.0,M,1.5
126,7,Samsung,34.0,M,5.0
127,7,Tefal,49.0,M,1.5
128,7,Tefal,35.0,M,4.0
129,9,Electrolux,42.0,M,3.0
130,10,Beko,45.0,M,1.5
131,7,Dyson,,M,3.0
132,8,Tefal,44.0,M,3.5
133,2,Beko,32.0,M,3.5
134,6,Electrolux,51.0,M,3.0
135,7,Samsung,38.0,M,4.0
136,10,Tefal,51.0,M,2.0
137,12,Samsung,,M,2.0
138,4,Samsung,35.0,M,1.5
139,8,Samsung,39.0,M,1.5
140,13,Dyson,51.0,M,3.5
141,12,Samsung,51.0,M,2.0
142,4,Samsung,46.0,M,1.5
143,13,Electrolux,34.0,M,1.5
144,8,Samsung,44.0,M,1.0
145,6,Dyson,40.0,M,1.0
146,7,Tefal,35.0,M,5.0
147,7,Beko,43.0,M,2.0
148,5,Samsung,53.0,M,3.5
149,7,Samsung,,M,1.5
150,7,Dyson,51.0,M,2.0
151,7,Samsung,59.0,M,2.5
152,5,Electrolux,31.0,K,5.0
153,5,Samsung,38.0,M,3.5
154,6,Electrolux,,M,2.5
155,8,Tefal,25.0,M,3.0
156,3,Samsung,,M,2.0
157,5,Beko,,M,4.0
158,5,Tefal,36.0,M,0.5
159,3,Samsung,37.0,M,2.0
160,6,Samsung,43.0,M,1.5
161,5,Beko,,M,4.5
162,3,Tefal,47.0,M,1.5
163,11,Electrolux,29.0,M,1.5
164,3,Samsung,36.0,M,2.5
165,10,Dyson,,M,2.5
166,10,Beko,50.0,M,2.5
167,6,Samsung,,M,1.0
168,8,Dyson,57.0,M,4.5
169,11,Beko,49.0,M,2.0
170,7,Tefal,53.0,M,2.0
171,7,Electrolux,31.0,M,2.0
172,6,Electrolux,32.0,K,3.0
173,8,Tefal,36.0,M,3.5
174,9,Beko,,M,3.5
175,5,Electrolux,,M,2.0
176,8,Samsung,42.0,M,1.0
177,10,Electrolux,38.0,K,3.5
178,5,Samsung,38.0,M,0.5
179,5,Beko,44.0,M,0.5
180,7,Tefal,43.0,M,2.0
181,4,Tefal,49.0,M,3.0
182,8,Tefal,24.0,M,2.5
183,4,Beko,45.0,M,5.0
184,4,Tefal,25.0,M,2.5
185,7,Dyson,35.0,M,2.0
186,5,Samsung,44.0,M,3.0
187,10,Samsung,62.0,M,3.5
188,9,Tefal,44.0,M,3.0
189,2,Samsung,42.0,M,1.0
190,10,Tefal,34.0,M,4.5
191,9,Beko,32.0,M,2.0
192,6,Electrolux,,M,1.5
193,6,Samsung,25.0,M,1.5
194,10,Dyson,55.0,M,2.5
195,5,Samsung,37.0,M,1.5
196,6,Tefal,,M,4.0
197,9,Electrolux,40.0,M,2.0
198,6,Tefal,40.0,M,1.5
199,8,Samsung,62.0,M,2.5
200,9,Tefal,26.0,M,2.0
201,6,Samsung,32.0,M,2.5
202,9,Electrolux,46.0,M,3.5
203,13,Electrolux,36.0,K,1.5
204,6,Tefal,40.0,M,2.0
205,7,Dyson,34.0,K,3.5
206,7,Electrolux,,M,1.5
207,6,Dyson,55.0,M,2.0
208,10,Electrolux,45.0,K,2.0
209,9,Tefal,36.0,K,3.5
210,6,Electrolux,32.0,M,3.0
211,12,Electrolux,39.0,K,3.0
212,7,Tefal,50.0,M,2.5
213,3,Samsung,54.0,M,3.0
214,8,Samsung,,M,2.5
215,8,Electrolux,45.0,M,2.0
216,4,Beko,34.0,K,2.5
217,2,Tefal,,M,2.5
218,9,Samsung,36.0,K,0.5
219,10,Beko,59.0,M,0.5
220,4,Electrolux,42.0,M,2.0
221,6,Tefal,,M,2.0
222,12,Electrolux,32.0,M,1.5
223,12,Samsung,32.0,M,2.0
224,6,Tefal,40.0,M,2.5
225,5,Samsung,43.0,M,1.5
226,6,Dyson,40.0,M,0.5
227,6,Electrolux,42.0,M,0.5
228,7,Dyson,45.0,M,1.5
229,6,Dyson,47.0,M,2.0
230,6,Electrolux,36.0,M,2.0
231,4,Samsung,51.0,M,3.0
232,4,Samsung,26.0,M,4.0
233,2,Tefal,33.0,M,1.0
234,4,Dyson,48.0,M,2.5
235,10,Samsung,,M,0.5
236,6,Samsung,44.0,M,3.5
237,4,Samsung,42.0,M,2.5
238,7,Samsung,33.0,M,3.0
239,7,Samsung,59.0,M,1.5
240,6,Beko,22.0,M,1.5
241,7,Tefal,41.0,K,2.0
242,4,Beko,29.0,M,2.0
243,8,Electrolux,35.0,M,3.0
244,7,Electrolux,22.0,M,2.5
245,6,Beko,35.0,M,1.5
246,8,Electrolux,53.0,M,2.0
247,9,Tefal,54.0,M,2.0
248,7,Tefal,59.0,M,2.5
249,10,Samsung,31.0,M,3.0
250,9,Tefal,25.0,M,3.5
251,9,Electrolux,,M,5.0
252,9,Electrolux,32.0,M,3.5
253,9,Samsung,40.0,M,3.0
254,6,Samsung,,M,2.0
255,5,Tefal,,M,1.5
256,6,Samsung,48.0,M,3.0
257,8,Samsung,36.0,M,3.5
258,4,Samsung,50.0,M,2.0
259,5,Electrolux,48.0,M,0.5
260,6,Dyson,44.0,M,2.5
261,7,Electrolux,31.0,M,3.0
262,6,Samsung,45.0,K,3.0
263,6,Tefal,25.0,M,2.0
264,8,Electrolux,37.0,M,1.5
265,10,Samsung,41.0,M,3.5
266,10,Beko,25.0,M,3.0
267,7,Electrolux,23.0,M,2.0
268,7,Electrolux,44.0,M,1.5
269,8,Samsung,52.0,M,1.0
270,8,Dyson,34.0,M,3.5
271,5,Beko,23.0,M,2.0
272,7,Electrolux,,M,2.5
273,6,Electrolux,,M,3.0
274,5,Dyson,46.0,M,2.5
275,8,Samsung,35.0,M,2.0
276,5,Tefal,29.0,M,2.0
277,8,Dyson,47.0,M,4.5
278,4,Tefal,49.0,M,1.0
279,2,Samsung,39.0,M,2.0
280,6,Tefal,36.0,M,1.0
281,6,Samsung,39.0,M,3.0
282,5,Samsung,37.0,M,2.5
283,8,Samsung,32.0,M,3.0
284,7,Dyson,30.0,M,4.5
285,3,Samsung,49.0,M,2.5
286,8,Dyson,27.0,M,3.0
287,10,Dyson,37.0,M,1.0
288,6,Tefal,,M,3.5
289,8,Samsung,37.0,K,2.0
290,6,Samsung,34.0,M,5.0
291,14,Electrolux,,M,3.5
292,9,Samsung,51.0,K,1.5
293,9,Samsung,37.0,M,2.0
294,4,Electrolux,37.0,M,2.0
295,4,Samsung,41.0,M,2.5
296,9,Dyson,46.0,M,2.0
297,8,Beko,52.0,M,2.5
298,8,Samsung,25.0,M,2.0
299,9,Samsung,60.0,K,3.0
300,6,Tefal,33.0,M,1.5
301,10,Samsung,19.0,M,3.0
302,11,Samsung,32.0,K,2.5
303,8,Samsung,,M,4.0
304,8,Electrolux,31.0,M,2.5
305,6,Beko,43.0,M,2.0
306,9,Samsung,43.0,M,2.0
307,4,Electrolux,36.0,M,3.0
308,6,Samsung,36.0,K,3.0
309,7,Dyson,47.0,M,2.5
310,5,Samsung,39.0,M,2.5
311,6,Electrolux,45.0,M,2.5
312,4,Tefal,38.0,M,3.5
313,6,Samsung,33.0,M,4.0
314,9,Samsung,45.0,M,1.5
315,8,Tefal,29.0,K,2.5
316,4,Samsung,39.0,M,3.0
317,7,Dyson,52.0,M,1.5
318,9,Dyson,36.0,M,3.5
319,6,Dyson,38.0,M,0.5
320,8,Electrolux,32.0,M,1.5
321,5,Electrolux,48.0,M,3.0
322,4,Samsung,54.0,M,1.5
323,2,Electrolux,37.0,M,2.0
324,9,Tefal,34.0,M,2.0
325,14,Dyson,27.0,M,1.5
326,6,Electrolux,18.0,M,2.0
327,8,Electrolux,44.0,M,2.5
328,7,Tefal,39.0,M,3.0
329,7,Dyson,34.0,M,1.0
330,9,Tefal,44.0,M,2.5
331,11,Dyson,42.0,M,3.5
332,11,Beko,37.0,M,3.5
333,12,Electrolux,32.0,K,1.5
334,7,Tefal,32.0,M,2.0
335,6,Electrolux,50.0,M,0.5
336,5,Electrolux,21.0,M,3.5
337,4,Electrolux,42.0,M,4.5
338,5,Dyson,36.0,M,3.0
339,7,Tefal,33.0,M,2.5
340,11,Tefal,46.0,M,3.0
341,9,Electrolux,,M,1.5
342,9,Beko,41.0,M,1.5
343,6,Samsung,51.0,M,1.0
344,5,Dyson,36.0,M,2.5
345,5,Samsung,48.0,M,0.5
346,3,Electrolux,50.0,M,2.5
347,5,Electrolux,54.0,M,2.0
348,12,Samsung,30.0,M,1.5
349,6,Samsung,50.0,M,1.5
350,10,Dyson,33.0,M,3.5
351,3,Samsung,29.0,M,2.5
352,6,Tefal,54.0,M,2.0
353,9,Samsung,47.0,M,1.5
354,3,Electrolux,35.0,M,2.5
355,10,Tefal,41.0,M,3.5
356,10,Electrolux,27.0,M,1.5
357,6,Samsung,38.0,M,3.0
358,13,Samsung,60.0,M,2.5
359,5,Samsung,39.0,M,1.5
360,3,Tefal,32.0,K,4.5
361,6,Beko,40.0,M,2.0
362,5,Tefal,56.0,M,3.0
363,8,Dyson,54.0,M,2.5
364,7,Beko,33.0,M,2.0
365,8,Beko,46.0,K,1.5
366,8,Samsung,35.0,M,2.5
367,5,Beko,53.0,M,3.0
368,8,Samsung,59.0,K,1.5
369,6,Tefal,,M,3.0
370,5,Samsung,49.0,M,3.0
371,8,Tefal,43.0,M,1.5
372,10,Tefal,28.0,M,2.5
373,5,Dyson,49.0,M,2.5
374,9,Electrolux,21.0,M,1.5
375,10,Tefal,38.0,M,3.5
376,5,Tefal,50.0,M,3.5
377,4,Beko,22.0,M,1.5
378,10,Samsung,42.0,M,1.0
379,13,Electrolux,58.0,M,1.0
380,3,Beko,49.0,bd.,3.0
381,3,Samsung,62.0,M,1.5
382,1,Tefal,38.0,M,2.5
383,8,Samsung,38.0,M,3.0
384,9,Samsung,45.0,K,0.5
385,12,Samsung,33.0,M,4.0
386,7,Electrolux,47.0,M,2.0
387,6,Electrolux,43.0,M,4.0
388,7,Dyson,48.0,M,2.0
389,8,Electrolux,66.0,M,2.0
390,7,Dyson,42.0,M,2.5
391,4,Samsung,57.0,M,2.5
392,3,Beko,48.0,K,2.0
393,4,Tefal,27.0,M,1.5
394,11,Dyson,49.0,M,2.0
395,9,Dyson,42.0,M,3.5
396,8,Beko,33.0,M,2.0
397,7,Samsung,47.0,M,1.5
398,7,Beko,22.0,M,4.0
399,9,Samsung,44.0,M,1.5
400,3,Tefal,,M,1.5
401,5,Samsung,56.0,M,2.5
402,6,Dyson,66.0,M,3.0
403,3,Samsung,49.0,M,2.0
404,4,Electrolux,50.0,M,2.5
405,8,Samsung,25.0,M,1.5
406,11,Beko,44.0,M,4.0
407,8,Tefal,62.0,M,0.5
408,6,Electrolux,34.0,K,2.5
409,8,Tefal,26.0,M,2.5
410,7,Samsung,,M,2.0
411,5,Samsung,,M,1.0
412,8,Samsung,48.0,M,2.0
413,11,Dyson,26.0,M,2.5
414,4,Electrolux,,M,2.5
415,5,Samsung,52.0,M,2.0
416,7,Tefal,37.0,M,1.5
417,3,Dyson,34.0,M,5.0
418,14,Dyson,30.0,M,3.0
419,6,Electrolux,58.0,K,1.0
420,5,Electrolux,55.0,M,2.0
421,8,Electrolux,29.0,M,1.5
422,3,Samsung,39.0,M,1.5
423,6,Beko,,M,3.0
424,5,Tefal,38.0,M,2.0
425,8,Beko,28.0,M,2.0
426,7,Samsung,43.0,M,2.0
427,8,Samsung,28.0,M,2.5
428,3,Samsung,44.0,M,2.5
429,7,Samsung,47.0,M,3.0
430,10,Dyson,38.0,M,2.0
431,6,Beko,38.0,M,3.0
432,7,Electrolux,51.0,M,3.5
433,7,Tefal,49.0,K,1.5
434,5,Samsung,44.0,M,3.0
435,10,Electrolux,50.0,M,3.5
436,4,Samsung,27.0,M,1.0
437,7,Electrolux,42.0,M,4.0
438,8,Samsung,43.0,M,1.5
439,8,Samsung,48.0,K,2.0
440,7,Dyson,46.0,M,2.5
441,13,Samsung,29.0,M,2.5
442,8,Samsung,43.0,M,2.0
443,11,Electrolux,29.0,M,2.0
444,3,Dyson,57.0,M,4.0
445,3,Tefal,39.0,M,1.5
446,9,Electrolux,32.0,M,2.5
447,8,Dyson,20.0,M,1.5
448,6,Beko,40.0,M,2.0
449,3,Tefal,37.0,M,0.5
450,4,Dyson,41.0,M,3.0
451,4,Tefal,27.0,M,1.5
452,10,Electrolux,45.0,M,2.5
