,Dni od zakupu,Marka,Wiek kupującego,Płeć kupującego,Ocena
205,8,Beko,48.0,bd.,3.5
206,11,Samsung,,M,2.5
207,6,Samsung,37.0,M,2.5
208,10,Dyson,,K,3.0
209,13,Tefal,42.0,K,1.5
210,9,Samsung,44.0,K,2.0
211,2,Samsung,,K,3.0
212,2,Samsung,54.0,bd.,2.5
213,8,Samsung,30.0,bd.,1.0
214,3,Samsung,40.0,bd.,5.0
215,11,Tefal,49.0,K,4.5
216,9,Beko,36.0,M,1.5
217,9,Tefal,48.0,bd.,0.5
218,10,Samsung,,bd.,3.0
219,8,Samsung,38.0,bd.,2.0
220,7,Dyson,46.0,K,4.0
221,10,Samsung,37.0,K,3.0
222,5,Tefal,44.0,M,1.0
223,10,Dyson,,K,1.0
224,9,Samsung,34.0,K,1.5
225,7,Tefal,,bd.,1.5
226,8,Dyson,43.0,K,3.5
227,3,Tefal,46.0,K,2.5
228,5,Tefal,38.0,M,1.5
229,7,Samsung,23.0,K,2.5
230,7,Tefal,,K,1.0
231,7,Tefal,44.0,K,2.0
232,7,Samsung,42.0,M,2.0
233,7,Samsung,37.0,K,4.0
234,7,Beko,52.0,K,3.0
235,5,Dyson,45.0,K,2.5
236,5,Samsung,39.0,K,3.5
237,9,Samsung,,K,3.0
238,9,Dyson,42.0,K,3.0
239,5,Samsung,,K,1.5
240,12,Samsung,47.0,K,2.5
241,3,Samsung,40.0,bd.,0.5
242,10,Samsung,40.0,K,4.0
243,7,Beko,36.0,M,3.5
244,12,Samsung,56.0,K,5.0
245,6,Tefal,31.0,K,3.0
246,5,Electrolux,37.0,K,1.0
247,5,Samsung,47.0,bd.,1.5
248,3,Dyson,33.0,M,2.5
249,10,Dyson,33.0,M,2.0
250,11,Samsung,47.0,K,2.5
251,7,Dyson,33.0,bd.,5.0
252,2,Samsung,32.0,bd.,0.5
253,11,Tefal,49.0,bd.,2.0
254,8,Samsung,48.0,K,2.5
255,7,Samsung,59.0,K,2.5
256,10,Dyson,41.0,K,3.0
257,15,Dyson,60.0,M,1.0
258,5,Beko,39.0,M,2.0
259,6,Electrolux,46.0,K,4.5
260,3,Tefal,57.0,bd.,3.5
261,14,Electrolux,36.0,K,4.0
262,8,Dyson,31.0,K,1.0
263,6,Tefal,40.0,K,1.5
264,4,Samsung,46.0,bd.,2.5
265,9,Samsung,45.0,K,4.0
266,14,Electrolux,,K,2.0
267,10,Dyson,45.0,bd.,3.5
268,9,Beko,39.0,M,3.0
269,9,Beko,50.0,M,1.5
270,8,Dyson,35.0,M,4.0
271,7,Samsung,42.0,K,4.0
272,9,Beko,38.0,K,1.5
273,9,Samsung,42.0,bd.,4.5
274,12,Tefal,34.0,bd.,4.0
275,7,Tefal,36.0,bd.,1.5
276,8,Samsung,52.0,K,2.0
277,6,Samsung,44.0,bd.,4.0
278,7,Samsung,27.0,K,3.5
279,10,Samsung,38.0,bd.,2.5
280,8,Electrolux,39.0,bd.,2.0
281,5,Tefal,39.0,bd.,1.0
282,3,Tefal,45.0,K,1.0
283,9,Samsung,38.0,bd.,3.0
284,9,Dyson,58.0,M,2.5
285,8,Samsung,48.0,K,2.0
286,5,Beko,47.0,M,1.0
287,4,Tefal,33.0,M,3.0
288,14,Tefal,39.0,M,2.0
289,9,Samsung,44.0,K,2.5
290,6,Tefal,46.0,K,2.0
291,6,Beko,34.0,K,0.5
292,6,Tefal,22.0,bd.,4.0
293,8,Tefal,54.0,K,1.5
294,8,Beko,34.0,K,2.5
295,7,Dyson,32.0,M,3.5
296,4,Samsung,43.0,M,2.0
297,8,Dyson,51.0,bd.,2.5
298,13,Samsung,35.0,K,3.0
299,6,Samsung,,K,1.0
300,10,Dyson,44.0,K,0.5
301,14,Tefal,58.0,bd.,3.5
302,9,Samsung,46.0,K,2.5
303,6,Samsung,,K,3.0
304,12,Tefal,34.0,K,2.0
305,4,Tefal,49.0,bd.,1.5
306,7,Dyson,,M,1.5
307,6,Samsung,41.0,K,2.0
308,8,Samsung,22.0,bd.,2.0
309,7,Samsung,21.0,K,1.5
310,7,Beko,48.0,K,2.5
311,14,Samsung,35.0,K,2.0
312,6,Samsung,27.0,bd.,2.0
313,9,Beko,54.0,bd.,4.0
314,5,Tefal,46.0,bd.,1.5
315,6,Electrolux,35.0,K,2.5
316,8,Dyson,27.0,K,3.0
317,9,Dyson,,bd.,2.0
318,4,Samsung,30.0,bd.,3.0
319,7,Samsung,47.0,K,1.0
320,10,Samsung,29.0,K,2.5
321,7,Beko,51.0,bd.,5.0
322,7,Tefal,,bd.,1.5
323,7,Samsung,71.0,bd.,4.5
324,1,Beko,34.0,K,3.5
325,8,Dyson,,K,3.0
326,3,Samsung,43.0,M,1.5
327,5,Samsung,51.0,M,0.5
328,10,Samsung,23.0,K,2.5
329,6,Samsung,34.0,K,4.0
330,8,Dyson,39.0,bd.,2.5
331,10,Samsung,35.0,bd.,5.0
332,6,Tefal,27.0,bd.,3.0
333,5,Samsung,29.0,bd.,2.5
334,6,Tefal,46.0,K,3.0
335,7,Electrolux,77.0,K,1.0
336,7,Dyson,48.0,bd.,1.0
337,6,Samsung,50.0,K,3.0
338,4,Dyson,54.0,bd.,2.0
339,9,Dyson,28.0,K,4.5
340,2,Samsung,31.0,K,1.0
341,8,Tefal,,bd.,1.5
342,11,Dyson,39.0,bd.,2.5
343,7,Samsung,27.0,M,1.0
344,4,Dyson,,K,4.0
345,6,Tefal,,K,3.0
346,8,Dyson,,K,3.0
347,1,Samsung,53.0,M,2.5
348,6,Beko,,bd.,3.5
349,4,Samsung,27.0,K,1.0
350,9,Samsung,,bd.,4.5
351,3,Beko,40.0,bd.,1.5
352,5,Beko,40.0,M,3.5
353,8,Tefal,27.0,K,3.0
354,7,Dyson,,bd.,3.5
355,8,Tefal,,K,3.0
356,2,Samsung,49.0,bd.,3.0
357,6,Electrolux,36.0,K,2.0
358,3,Samsung,36.0,K,3.0
359,6,Samsung,49.0,K,2.5
360,9,Samsung,36.0,M,2.5
361,14,Samsung,49.0,bd.,3.0
362,12,Samsung,62.0,bd.,2.0
363,10,Samsung,60.0,K,0.0
364,9,Samsung,43.0,M,2.0
365,7,Dyson,26.0,K,1.5
366,5,Beko,32.0,K,4.0
367,8,Samsung,45.0,bd.,2.0
368,6,Samsung,23.0,K,2.0
369,12,Dyson,38.0,K,4.0
370,10,Dyson,38.0,K,1.0
371,10,Tefal,49.0,K,4.0
372,3,Dyson,31.0,bd.,3.0
373,1,Samsung,51.0,bd.,2.0
374,9,Samsung,50.0,K,3.0
375,9,Dyson,38.0,K,3.5
376,9,Beko,56.0,K,4.5
377,10,Samsung,64.0,bd.,1.5
378,6,Samsung,43.0,K,3.5
379,6,Dyson,33.0,bd.,1.5
380,9,Tefal,,bd.,4.0
381,7,Samsung,60.0,M,3.0
382,11,Tefal,40.0,K,2.5
383,11,Samsung,31.0,K,1.5
384,7,Tefal,27.0,K,2.0
385,3,Dyson,53.0,bd.,3.5
386,7,Samsung,,bd.,1.5
387,8,Dyson,47.0,bd.,2.0
388,3,Samsung,47.0,K,1.5
389,6,Tefal,47.0,bd.,4.5
390,6,Samsung,,K,2.0
391,7,Beko,26.0,K,2.0
392,9,Samsung,46.0,K,2.0
393,8,Samsung,30.0,K,2.5
394,5,Samsung,46.0,bd.,2.0
395,5,Dyson,24.0,bd.,4.0
396,3,Samsung,37.0,M,4.0
397,7,Tefal,34.0,K,2.5
398,7,Samsung,31.0,bd.,1.5
399,7,Samsung,40.0,bd.,3.0
400,6,Samsung,46.0,bd.,2.0
401,9,Tefal,33.0,bd.,4.0
402,3,Samsung,,bd.,2.0
403,3,Dyson,,K,2.5
404,7,Tefal,42.0,K,0.0
405,11,Samsung,60.0,K,3.0
406,11,Tefal,28.0,bd.,3.0
407,6,Electrolux,22.0,bd.,1.5
408,13,Tefal,30.0,bd.,4.5
409,3,Samsung,33.0,bd.,3.5
410,11,Beko,49.0,bd.,2.5
411,7,Dyson,43.0,K,2.5
412,8,Samsung,46.0,M,2.5
413,7,Tefal,41.0,K,4.5
414,5,Samsung,,K,3.5
415,9,Dyson,41.0,K,2.5
416,5,Electrolux,32.0,K,2.5
417,7,Samsung,33.0,K,0.5
418,9,Samsung,46.0,bd.,3.5
419,8,Tefal,43.0,M,2.5
420,1,Samsung,34.0,K,4.5
421,11,Samsung,31.0,K,1.5
422,9,Tefal,38.0,M,5.0
423,7,Samsung,54.0,K,4.0
424,7,Dyson,45.0,M,1.0
425,7,Tefal,53.0,bd.,2.0
426,6,Tefal,41.0,K,2.5
427,10,Tefal,,bd.,3.0
428,5,Samsung,40.0,bd.,3.5
429,7,Dyson,33.0,bd.,2.5
430,4,Samsung,31.0,bd.,2.5
431,5,Dyson,42.0,bd.,4.5
432,6,Electrolux,32.0,K,3.0
433,4,Beko,42.0,bd.,1.5
434,5,Beko,44.0,bd.,2.5
435,3,Dyson,42.0,bd.,2.5
436,6,Samsung,23.0,bd.,2.0
437,8,Samsung,39.0,K,2.0
438,3,Dyson,42.0,bd.,2.0
439,7,Electrolux,,bd.,3.0
440,4,Dyson,,bd.,1.0
441,4,Tefal,39.0,M,3.0
442,7,Samsung,44.0,K,2.5
443,7,Electrolux,53.0,M,1.0
444,8,Samsung,47.0,bd.,2.0
445,4,Samsung,54.0,M,2.0
446,4,Samsung,48.0,K,1.0
447,1,Dyson,27.0,bd.,2.5
448,6,Dyson,44.0,M,3.0
449,8,Samsung,37.0,K,3.5
450,4,Samsung,,K,2.5
451,6,Electrolux,41.0,M,4.0
452,6,Tefal,28.0,M,1.5
453,3,Beko,,K,2.0
454,11,Tefal,46.0,K,4.5
455,10,Samsung,39.0,bd.,2.0
456,7,Tefal,33.0,bd.,1.0
457,12,Tefal,,K,1.5
458,6,Samsung,28.0,bd.,2.0
459,6,Samsung,35.0,bd.,2.0
460,5,Dyson,35.0,M,3.0
461,5,Samsung,52.0,K,3.5
462,7,Samsung,28.0,K,2.5
463,3,Samsung,27.0,bd.,4.0
464,8,Samsung,57.0,M,5.0
465,12,Electrolux,35.0,bd.,1.0
466,6,Samsung,36.0,bd.,1.0
467,7,Samsung,38.0,K,3.5
468,4,Samsung,36.0,K,4.5
469,10,Tefal,55.0,K,3.0
470,7,Samsung,37.0,bd.,2.0
471,9,Tefal,27.0,bd.,1.5
472,6,Dyson,40.0,bd.,1.0
473,10,Dyson,28.0,K,2.5
474,6,Dyson,,K,2.0
475,8,Dyson,,K,1.0
476,8,Beko,49.0,bd.,2.0
477,15,Dyson,50.0,bd.,3.5
478,10,Tefal,,M,0.5
